practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_13,IRI_FL_13,space_13,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,participant,session,group,level,date,expName,frameRate,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,304,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.8401934499852359,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,single_left,El mecánico estará de vacaciones solo unos días,0,0,0,1,f,0,230,El mecánico viaja solo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,59,,,,,,,,,,,,,,,,,,0.8016068669967353,0.7847860099864192,0.8016068669967353,0.29898136400152,0.266464532003738,1.1005882309982553,0.2677208259701729,0.23767384502571076,1.3683090569684282,0.7689594850526191,0.7380643960204907,2.1372685420210473,0.51912806998007,0.4890660550445318,2.6563966120011173,1.988745970011223,1.9629479800350964,4.64514258201234,1.3194023079704493,1.2907837969833054,5.96454488998279,0.7526971520273946,0.7227544170455076,6.717242042010184,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.7198259530123323,j,0,6.121891557995696,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Los novios montaron la mesa que su amigo les dejó en su porche en la cocina de su nuevo apartamento ,1,1,1,0,f,1,18,Los novios pusieron la mesa en su porche.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,17,,,,,,,,,,,,,,,,,,0.5344782919855788,0.5160806910134852,0.5344782919855788,0.28468377998797223,0.25519834499573335,0.8191620719735511,0.30081241799052805,0.2730519750039093,1.1199744899640791,1.6373346450272948,1.5924268470262177,2.757309134991374,1.1366673919837922,1.087511696969159,3.893976526975166,0.9690591529943049,0.9416576349758543,4.863035679969471,0.4676456850138493,0.43927940796129405,5.33068136498332,0.7013888019719161,0.671471982030198,6.032070166955236,0.9362555500119925,0.9054171250318177,6.968325716967229,1.0698708179988898,1.0372531570028514,8.038196534966119,0.8022197220125236,0.7739445400075056,8.840416256978642,0.45135208999272436,0.405112968001049,9.291768346971367,0.38361574499867857,0.3556309499545023,9.675384091970045,,,,0.518471033021342,0.48860808997415006,10.193855124991387,,,,,f,1,0.5897205930086784,j,1,6.822721057047602,,,,None,None,0.4682554369792342,0.4387488549691625,10.662110561970621,0.43475459498586133,0.4071546550258063,11.096865156956483,0.4493507580482401,0.4049648370128125,11.546215915004723,0.3518739569699392,0.30442402797052637,11.898089871974662,0.36809921002713963,0.3391301319934428,12.266189082001802,0.1832750479807146,0.15451060503255576,12.449464129982516,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,single_right,El cocinero lava las verduras en el fregadero,0,0,0,1,j,0,204,El cocinero prepara las verduras él mismo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,33,,,,,,,,,,,,,,,,,,0.6009197779931128,0.5906936780083925,0.6009197779931128,0.30051041702972725,0.2682103299885057,0.90143019502284,0.30107475799741223,0.2721742450376041,1.2025049530202523,0.4340106549789198,0.40537467499962077,1.636515607999172,0.45175234001362696,0.4221845180145465,2.088267948012799,1.2696362999849953,1.236495342978742,3.3579042479977943,0.4008292250218801,0.3731384390266612,3.7587334730196744,0.41844302497338504,0.3850094020017423,4.1771764979930595,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.8563004980096593,f,1,5.386318820004817,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,single_left,La participante brilló cuando ganó el maratón,0,0,0,1,f,0,218,La participante se quedó triste después del maratón.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,47,,,,,,,,,,,,,,,,,,0.6679425950278528,0.6540512000210583,0.6679425950278528,0.45120829000370577,0.4187917970120907,1.1191508850315586,0.4343523629941046,0.40536072495160624,1.5535032480256632,0.40133861696813256,0.3725326900021173,1.9548418649937958,1.5860621799947694,1.5601899690227583,3.540904044988565,1.6384712050203234,1.609498209960293,5.1793752500088885,1.1866075699799694,1.1572679069940932,6.365982819988858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.5031801609438844,j,1,4.483473965025041,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,single_left,Mi padre me partió el sándwich en dos para llevarlo a clase,0,0,0,1,f,0,222,Me compré la comida en la escuela. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,51,,,,,,,,,,,,,,,,,,0.6007568649947643,0.5892100839992054,0.6007568649947643,0.533967980009038,0.48465355299413204,1.1347248450038023,0.5019114019814879,0.47066330100642517,1.6366362469852902,0.7015618680161424,0.6689417079905979,2.3381981150014326,2.139572232030332,2.1108458780217916,4.477770347031765,0.43406405998393893,0.4058296729926951,4.911834407015704,1.403587865002919,1.3737078469712287,6.315422272018623,0.5521293549682014,0.5234612670028582,6.867551626986824,0.5353441350162029,0.5029542419943027,7.402895762003027,0.38352221500827,0.3554699249798432,7.786417977011297,2.389543994970154,2.3610586959985085,10.175961971981451,1.269957175012678,1.2411213700543158,11.445919146994129,,,,,,,,,,,,,,f,1,0.4389209519722499,j,0,2.3895971970050596,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,incongruent_left,a,0,0,1,0,f,0,313,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,24,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.48727521300315857,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Antes de que cantaran esa canción no era muy conocida ,1,1,1,0,f,1,6,Todos ya se sabían la canción antes de la fiesta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,25,25,5,,,,,,,,,,,,,,,,,,0.6168159780208953,0.6021673670038581,0.6168159780208953,1.103550486965105,1.071445437031798,1.7203664649860002,0.38434088503709063,0.3558046479593031,2.104707350023091,0.4346588350017555,0.40565336000872776,2.5393661850248463,2.9243547049700283,2.896104209998157,5.463720889994875,2.055084938008804,2.0262898550136015,7.5188058280036785,0.7019353050272912,0.6723085090052336,8.22074113303097,0.3510559319984168,0.3219340150244534,8.571797065029386,0.30080895795254037,0.2718655220232904,8.872606022981927,0.38461632502730936,0.35525811498519033,9.257222348009236,,,,,,,,,,,,,,,,,,,,f,1,0.5858123730286025,j,1,3.079070120002143,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Los artistas van a donar tres estatuas a la ciudad,0,0,1,0,j,0,203,La ciudad va a comprar las estatuas.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,26,26,32,,,,,,,,,,,,,,,,,,1.6371461199596524,1.6254236240056343,1.6371461199596524,0.6347202530014329,0.6060531300026923,2.2718663729610853,1.1359813020098954,1.1079434379935265,3.4078476749709807,0.4347543030162342,0.4018815979943611,3.842601977987215,0.5679334119777195,0.5388901479891501,4.410535389964934,0.5383962480118498,0.5140453730127774,4.948931637976784,0.6150807199883275,0.5720254220068455,5.564012357965112,0.4685621199896559,0.43974792503286153,6.032574477954768,1.3022133570048027,1.2738291749847122,7.33478783495957,0.3352680579992011,0.30504661198938265,7.670055892958771,,,,,,,,,,,,,,,,,,,,j,1,0.9412351479986683,j,1,4.729131364962086,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Mis amigas se reunieron en la escuela para ir a jugar fútbol,0,0,1,0,f,0,209,Jugaron béisbol mis amigas.  ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,27,27,38,,,,,,,,,,,,,,,,,,0.7177752949646674,0.7063279979629442,0.7177752949646674,0.4012447749846615,0.3724315700237639,1.119020069949329,1.2026786020142026,1.1700156600563787,2.3216986719635315,0.5351140350103378,0.5062765200273134,2.8568127069738694,1.3706005500280298,1.325678749999497,4.227413257001899,0.4671986780012958,0.43854414502857253,4.694611935003195,0.4180890219868161,0.3884155169944279,5.112700956990011,0.7690406650071964,0.7400777200236917,5.881741621997207,0.38372240000171587,0.3553915780503303,6.265464021998923,0.5020828149863519,0.47335576196201146,6.767546836985275,0.3511513550183736,0.32281792303547263,7.118698192003649,0.43412341794464737,0.38894193002488464,7.552821609948296,,,,,,,,,,,,,,f,1,0.5713551369844936,j,1,5.820745608012658,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_left,Los autobuses en Madrid tienen más de quince pies de altura ,0,0,0,0,f,0,225,Los autobuses madrileños son muy altos.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,28,28,54,,,,,,,,,,,,,,,,,,0.5007219699909911,0.48843396198935807,0.5007219699909911,0.31743647798430175,0.28807237301953137,0.8181584479752928,0.3001248419750482,0.27137938496889547,1.118283289950341,0.5185343680204824,0.4727615650044754,1.6368176579708233,0.5520895220106468,0.5229694849695079,2.18890717998147,0.7518110600067303,0.7194096220191568,2.9407182399882004,0.4002654399955645,0.3714399849995971,3.340983679983765,0.8022792449919507,0.7725472149904817,4.143262924975716,1.4704116799985059,1.4415557900210842,5.613674604974221,2.005531587987207,1.9757485470036045,7.619206192961428,0.4010193819995038,0.3715282049961388,8.020225574960932,,,,,,,,,,,,,,,,,f,1,0.38530619302764535,f,1,3.012777532043401,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_right,Elena colocó la tarea que la Sra. Sánchez le dejó encima de su mesa en su cuaderno sin mirar la nota,1,1,0,0,j,0,16,A Elena no le importó su nota.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,29,29,15,,,,,,,,,,,,,,,,,,0.6008840979775414,0.5836554809939116,0.6008840979775414,0.40085017698584124,0.35461192001821473,1.0017342749633826,0.9192554950132035,0.8871454650070518,1.920989769976586,1.403777728031855,1.375459584989585,3.324767498008441,0.367780934961047,0.33969057200010866,3.692548432969488,1.0354841449880041,0.9893604469834827,4.728032577957492,0.935826561995782,0.9072905399953015,5.663859139953274,0.6856359950033948,0.656358107982669,6.349495134956669,0.4175196349970065,0.37298221001401544,6.767014769953676,0.38479078805539757,0.33633965003537014,7.151805558009073,0.41770338197238743,0.3849386100191623,7.569508939981461,0.5180963479797356,0.4905428910278715,8.087605287961196,1.0859707450144924,1.05414300999837,9.173576032975689,,,,0.4169060999993235,0.38786732498556376,9.590482132975012,,,,,j,1,0.7561609880067408,f,1,2.6443379380507395,,,,None,None,1.187125337019097,1.1586199789890088,10.77760746999411,0.46707306400639936,0.4214368080138229,11.244680534000508,0.45055639097699896,0.4192075169994496,11.695236924977507,0.9712363180005923,0.9414862669655122,12.6664732429781,0.35016236500814557,0.317822122015059,13.016635607986245,0.4012041899841279,0.37081503501394764,13.417839797970373,0.4011303349980153,0.3723007049993612,13.818970132968388,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,single_right,Cuando usó mi carro Jorge lo aparcó muy mal,0,0,0,1,j,0,212,No le presto mi carro a nadie.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,30,30,41,,,,,,,,,,,,,,,,,,0.6177238280070014,0.6065790620050393,0.6177238280070014,0.7193158119916916,0.6861958920489997,1.337039639998693,0.9684763950062916,0.9394790519727394,2.3055160350049846,0.8017280040076002,0.770563216006849,3.107244039012585,0.7858755009947345,0.7520291900145821,3.8931195400073193,0.6354249030118808,0.6057646250119433,4.5285444430192,0.43375642999308184,0.38470394304022193,4.962300873012282,0.8859360369970091,0.8556826180429198,5.848236910009291,0.46845239301910624,0.4386247149668634,6.316689303028397,,,,,,,,,,,,,,,,,,,,,,,j,1,0.541777455015108,j,1,5.534024468041025,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_right,Cuando mi madre lavaba la ropa quedaba muy limpia,1,1,0,0,j,0,8,Mi madre me ayuda con el lavado de ropa.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,31,31,7,,,,,,,,,,,,,,,,,,0.7514522499986924,0.7370806700200774,0.7514522499986924,0.6845711200148799,0.6558701579924673,1.4360233700135723,0.8359350329847075,0.8071406870149076,2.27195840299828,0.9186739750439301,0.8860364349675365,3.19063237804221,1.2703416119911708,1.2372030970291235,4.460973990033381,0.35150512296240777,0.3225461799884215,4.8124791129957885,0.3504701970377937,0.32167670503258705,5.162949310033582,1.0520348330028355,1.0234453169978224,6.214984143036418,0.46816569700604305,0.438888875010889,6.683149840042461,,,,,,,,,,,,,,,,,,,,,,,j,1,0.48920501000247896,j,0,4.2343973540118895,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_left,Justo después de bajarme el autobús falló de repente ,0,0,0,0,f,0,213,Deben mandar el autobús al mecánico.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,32,32,42,,,,,,,,,,,,,,,,,,0.9346388769918121,0.9236324740340933,0.9346388769918121,0.3839164550299756,0.3509923749952577,1.3185553320217878,1.4711075599770993,1.441479569999501,2.789662891998887,0.40093003801302984,0.3714116499759257,3.190592930011917,0.8023546320036985,0.7727073829737492,3.9929475620156154,0.5020924429991283,0.47243716299999505,4.495040005014744,0.9840099069988355,0.9551598950056359,5.479049912013579,0.9876515080104582,0.9574619829654694,6.466701420024037,1.1528819469967857,1.1251714670215733,7.619583367020823,,,,,,,,,,,,,,,,,,,,,,,f,1,0.772945204982534,f,1,3.9648254530038685,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_right,El reloj de mi mamá tiene diamantes pero le queda muy bien,0,0,0,0,j,0,223,Mi madre tiene un reloj bonito.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,33,33,52,,,,,,,,,,,,,,,,,,0.5513447370030917,0.5407333149923943,0.5513447370030917,0.40042490302585065,0.37255995703162625,0.9517696400289424,0.7680298169725575,0.7390750850318,1.7197994570014998,0.468645605025813,0.43479118001414463,2.188445062027313,0.41773458797251806,0.3886665200116113,2.606179649999831,0.3182742799981497,0.2888700679759495,2.9244539299979806,0.5156642679939978,0.4856919100275263,3.4401181979919784,1.071224384009838,1.0399721120484173,4.5113425820018165,0.5352400300325826,0.5064657520269975,5.046582612034399,0.835306282970123,0.8022861899808049,5.881888895004522,0.5182547050062567,0.4886569879599847,6.400143600010779,0.48395941202761605,0.4546987800276838,6.884103012038395,,,,,,,,,,,,,,j,1,0.4397593699977733,f,1,2.0930805830284953,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_left,Jimena duerme bien en la cama en su cuarto,0,0,0,0,f,0,205,La cama de Jimena es cómoda.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,34,34,34,,,,,,,,,,,,,,,,,,0.633903392998036,0.6202776599675417,0.633903392998036,0.6018192319897935,0.5688345029484481,1.2357226249878295,1.9050592599669471,1.8764993650256656,3.1407818849547766,0.8019287000061013,0.7699821700225584,3.942710584960878,0.7687218100181781,0.7395732200238854,4.711432394979056,0.4351078100153245,0.4068406349979341,5.1465402049943805,1.1029490299988538,1.0743128100293688,6.249489234993234,0.6841990780085325,0.6555064170388505,6.933688313001767,0.5522623299621046,0.5230415550176986,7.485950642963871,,,,,,,,,,,,,,,,,,,,,,,f,1,0.6735575519851409,f,1,2.0262916100327857,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,307,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,35,35,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.5396288100164384,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,308,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,36,36,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.7567886350443587,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Cuando el escultor volvió la obra estaba instalada en el parque,0,1,1,0,j,0,129,La obra era para el público.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,37,37,24,,,,,,,,,,,,,,,,,,0.9851846619858406,0.9690810299944133,0.9851846619858406,0.4004980929894373,0.37117061798926443,1.385682754975278,0.2852477600099519,0.25601767998887226,1.6709305149852298,0.249821970006451,0.20454231201438233,1.9207524849916808,0.6849050999735482,0.655553272983525,2.605657584965229,0.4350788919837214,0.4019042500294745,3.0407364769489504,0.6004881330300122,0.5714556279708631,3.6412246099789627,0.46824573702178895,0.437959584989585,4.109470347000752,1.3708252199576236,1.3415903050336055,5.480295566958375,0.7857887980062515,0.7566430870210752,6.266084364964627,0.48451725201448426,0.43951888498850167,6.750601616979111,,,,,,,,,,,,,,,,,j,1,0.8032132699736394,f,1,4.934172437991947,,,,None,space,,,,,,,,,,,,,,,,,,,,,,10.081485470000189,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,303,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,38,38,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4562675330089405,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,incongruent_left,Este año cuando se reunieron el grito sonó por todo el vecindario,0,1,1,0,f,0,124,Hicieron un escándalo cuando se vieron.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,39,39,21,,,,,,,,,,,,,,,,,,1.3203534500207752,1.3047430610167794,1.3203534500207752,0.5175753829535097,0.4887114499579184,1.8379288329742849,0.417075437027961,0.3849366119829938,2.255004270002246,0.9523256979882717,0.9222607120173052,3.2073299679905176,0.5355007519829087,0.5054923829738982,3.7428307199734263,0.3346057379967533,0.301307049987372,4.07743645797018,0.20041347004007548,0.17107037297682837,4.277849928010255,1.2532119899988174,1.2248218749882653,5.5310619180090725,0.6018505819956772,0.5556812530267052,6.13291250000475,0.8848272580071352,0.8391319650108926,7.017739758011885,1.0697388019762002,1.040111842972692,8.087478559988085,0.4510250950115733,0.42169305798597634,8.538503654999658,,,,,,,,,,,,,,f,1,0.5552641950198449,j,0,7.070309485017788,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,j,A,congruent_right,Jorge puso las monedas que traía en su abrigo en la mesa cuando regresó a su casa,1,1,0,0,j,0,12,Las monedas de Jorge están en su abrigo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,40,40,11,,,,,,,,,,,,,,,,,,1.41863682505209,1.4022368759615347,1.41863682505209,0.7356827749754302,0.7016792749636807,2.15431960002752,0.6017767430166714,0.5720804730080999,2.7560963430441916,0.5849476619623601,0.5548080850276165,3.3410440050065517,0.6007079679984599,0.5546463149948977,3.9417519730050117,0.501594677043613,0.4719629529863596,4.443346650048625,0.8030490399687551,0.7728346969815902,5.24639569001738,1.1697503050090745,1.1244025779888034,6.416145995026454,0.38379022298613563,0.35576161002973095,6.79993621801259,0.652350832009688,0.6057491329847835,7.452287050022278,0.467580922995694,0.4228461000020616,7.919867973017972,0.6841474800021388,0.6568535550031811,8.60401545302011,0.5513823950313963,0.5070033280062489,9.155397848051507,,,,1.9570409169537015,1.9266899929498322,11.112438765005209,,,,,j,1,0.9920675489702262,j,1,6.003527905035298,,,,None,None,1.36935978801921,1.3412073900108226,12.481798553024419,0.5521231319871731,0.5193582230131142,13.033921685011592,0.3511759979883209,0.3224327599746175,13.385097682999913,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,311,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,41,41,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4562815050012432,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,single_right,El señor gordo tomó un café solo,0,0,0,1,j,0,228,El señor estaba solo cuando bebió el café.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,42,42,57,,,,,,,,,,,,,,,,,,0.8177924250485376,0.807768754020799,0.8177924250485376,0.4504571099532768,0.4226138750091195,1.2682495350018144,0.3680515050073154,0.33561447804095224,1.6363010400091298,0.5678670580382459,0.5383213120512664,2.2041680980473757,0.8360876250080764,0.8027378849801607,3.040255723055452,0.40121970197651535,0.3721109729958698,3.4414754250319675,0.5501226710039191,0.5169719289988279,3.9915980960358866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.36937592801405117,f,0,3.5808164550107904,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,incongruent_right,La madre metió los vasos sucios que su hija dejó en el lavaplatos cuando acabó de comer,0,1,1,0,j,0,137,La madre limpió después de la comida.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,43,43,28,,,,,,,,,,,,,,,,,,0.7342186729656532,0.7180794720188715,0.7342186729656532,0.36800294200656936,0.33861122000962496,1.1022216149722226,0.23406961798900738,0.20484172296710312,1.33629123296123,0.30038260703440756,0.2723943499731831,1.6366738399956375,2.089301864965819,2.0612577369902283,3.7259757049614564,0.43445323302876204,0.4029779559932649,4.160428937990218,1.0187460500164889,0.9895763149834238,5.179174988006707,0.5515247719595209,0.5218500720220618,5.730699759966228,0.9530092049972154,0.9234172979486175,6.683708964963444,0.46781009499682114,0.43568035995122045,7.151519059960265,0.43442160804988816,0.40519781003240496,7.585940668010153,0.43449443200370297,0.4082522949902341,8.020435100013856,0.3510165649931878,0.30650343297747895,8.371451665007044,,,,0.8357114599784836,0.7894385399995372,9.207163124985527,,,,,j,1,0.6067665999871679,f,1,4.01230195799144,,,,None,None,1.1863814429962076,1.1546274599968456,10.393544567981735,0.9517099049990065,0.9231268300209194,11.345254472980741,0.3849855320295319,0.3389147220295854,11.730240005010273,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
