practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_13,IRI_FL_13,space_13,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,key_resp_2.keys,key_resp_4.keys,IRI_19,IRI_FL_19,space_19,key_resp_4.rt,IRI_20,IRI_FL_20,space_20,rest_keyresponse.keys,rest_keyresponse.rt,participant,session,group,level,date,expName,frameRate,
,,0,,,Verdadero,Falso,j,A,single_right,El señor gordo tomó un café solo,0,0,0,1,j,0,228,El señor estaba solo cuando bebió el café.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,57,,,,,,,,,,,,,,,,,,0.4835296650417149,0.469155689002946,0.4835296650417149,0.368202906975057,0.3555382000049576,0.8517325720167719,0.36757724499329925,0.3356642220169306,1.2193098170100711,0.551186989992857,0.5188236419926398,1.770496807002928,1.1363493830431253,1.1068357470212504,2.9068461900460534,0.48621263197856024,0.4568506730138324,3.3930588220246136,0.3819861860247329,0.3538287709816359,3.7750450080493465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.43898266495671123,f,0,2.0767827699892223,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Siempre que la niña salta la cuerda le da por la cabeza,1,1,1,0,j,1,4,La niña se golpea cuando juega.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,3,,,,,,,,,,,,,,,,,,0.7015202540205792,0.67506634502206,0.7015202540205792,0.2665430799825117,0.23644984303973615,0.9680633340030909,0.28432628099108115,0.25377889501396567,1.252389614994172,0.30186820100061595,0.27363721997244284,1.554257815994788,0.30763039499288425,0.2800309239537455,1.8618882109876722,0.3937942780321464,0.3509749459917657,2.2556824890198186,0.3852521000080742,0.3560048049548641,2.640934589027893,0.3508407269837335,0.3226513200206682,2.9917753160116263,0.2998246799688786,0.27083237702026963,3.291599995980505,0.30168723803944886,0.2724592149606906,3.5932872340199538,0.3169893369777128,0.28833514999132603,3.9102765709976666,0.38448082498507574,0.35481442301534116,4.294757395982742,,,,,,,,,,,,,,j,1,0.48665699298726395,f,1,5.299492105026729,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,A,incongruent_left,El músico colocó el instrumento que usó en su lugar después del concierto,0,1,1,0,f,0,131,El músico dejó todo desorganizado después del concierto.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,25,,,,,,,,,,,,,,,,,,0.6023722880054265,0.5694377479958348,0.6023722880054265,0.2835341900354251,0.2557829400175251,0.8859064780408517,0.23484138998901471,0.20500000502215698,1.1207478680298664,0.24906403996283188,0.21980334300315008,1.3698119079926983,1.1712105550104752,1.1250402389559895,2.5410224630031735,0.9025610199896619,0.8734114930266514,3.4435834829928353,0.8351317649940029,0.8064045769860968,4.278715247986838,0.38438440702157095,0.3547767049749382,4.663099655008409,0.2670682899770327,0.23666927497833967,4.930167944985442,0.26771131000714377,0.23881777201313525,5.197879254992586,0.25039304001256824,0.2217764049419202,5.448272295005154,0.451664627995342,0.42258219502400607,5.899936923000496,0.4338714560144581,0.40414841496385634,6.333808379014954,,,,,,,,,,,f,1,0.568810046010185,j,1,1.6261663899640553,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,A,congruent_left,The boy,0,0,0,0,f,0,311,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4715288570150733,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,single_right,El cocinero lava las verduras en el fregadero,0,0,0,1,j,0,204,El cocinero prepara las verduras él mismo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,24,33,,,,,,,,,,,,,,,,,,0.6835521290195175,0.6695239570108242,0.6835521290195175,0.3335846840054728,0.3042783350101672,1.0171368130249903,0.2672305600135587,0.2375164440018125,1.284367373038549,0.3011389309540391,0.26987878303043544,1.585506303992588,0.33379912900272757,0.30343157600145787,1.9193054329953156,0.30123430804815143,0.270706157956738,2.220539741043467,0.3508575179730542,0.3202461990294978,2.5713972590165213,0.38581260899081826,0.353199417993892,2.9572098680073395,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.455966149980668,f,1,8.861393372993916,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,single_left,Mientras la esposa toca el piano el esposo lava los platos,0,0,0,1,f,0,214,La esposa sabe tocar un instrumento.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,25,25,43,,,,,,,,,,,,,,,,,,0.5676118319970556,0.5473069320432842,0.5676118319970556,0.2169041100423783,0.18824499199399725,0.7845159420394339,0.23371405998477712,0.21176933503011242,1.018230002024211,0.2349607900250703,0.18570271600037813,1.2531907920492813,0.23373241996159777,0.20497383002657443,1.486923212010879,0.3671302100410685,0.33946784504223615,1.8540534220519476,0.3010653979727067,0.27084998198552057,2.1551188200246543,0.3506818470195867,0.32145854498958215,2.505800667044241,0.28422296995995566,0.25549194001359865,2.7900236370041966,0.35024141904432327,0.317560276016593,3.14026505604852,0.25186872895574197,0.22304518800228834,3.392133785004262,,,,,,,,,,,,,,,,,f,1,0.40501431794837117,f,1,2.2103319269954227,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Mientras el novio salía el diamante se le cayó al piso,0,1,1,0,j,0,126,El novio no tenía cuidado con el diamante.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,26,26,22,,,,,,,,,,,,,,,,,,0.7693411189829931,0.7580519070033915,0.7693411189829931,0.2509627499966882,0.2225417430163361,1.0203038689796813,0.23377433000132442,0.2056773920194246,1.2540781989810057,0.2497199160279706,0.22163790999911726,1.5037981150089763,0.317472115973942,0.2886621829820797,1.8212702309829183,0.3338106090086512,0.3053758179885335,2.1550808399915695,0.5680464270408265,0.5370359010412358,2.723127267032396,0.5518015969428234,0.5211250679567456,3.2749288639752194,0.8697139170253649,0.8438705800217576,4.144642781000584,0.41677577199880034,0.3869199650362134,4.561418552999385,0.41850509599316865,0.384439866989851,4.979923648992553,,,,,,,,,,,,,,,,,j,1,1.4069964000373147,f,1,2.7129890249925666,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,single_left,The boy,0,0,0,1,f,0,309,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,27,27,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4381286079878919,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,j,A,congruent_right,Siempre que mi hermana maneja el carro suena raro ,1,1,0,0,j,0,3,El carro está en una condición perfecta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,28,28,2,,,,,,,,,,,,,,,,,,0.5838862329837866,0.5617998910020106,0.5838862329837866,0.23402867099503055,0.20358865603338927,0.8179149039788172,0.23385621403576806,0.20364948001224548,1.0517711180145852,0.21846790896961465,0.18998585199005902,1.2702390269841999,0.2670421070070006,0.23868654295802116,1.5372811339912005,0.30120248801540583,0.27172472997335717,1.8384836220066063,0.4000902620027773,0.3669514859793708,2.2385738840093836,0.3687540249666199,0.3189165199873969,2.6073279089760035,1.8710330949979834,1.8420237870304845,4.478361003973987,,,,,,,,,,,,,,,,,,,,,,,j,1,0.41973592300200835,j,1,3.816124759032391,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_left,Las chicas pusieron la sopa que su mamá preparó en la mesa antes de comer,0,1,1,0,f,0,139,Van a comer sopa.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,29,29,29,,,,,,,,,,,,,,,,,,0.584241082018707,0.5684842750197276,0.584241082018707,0.28484626300632954,0.2564617079915479,0.8690873450250365,0.21623656497104093,0.18712535500526428,1.0853239099960774,0.3015389970387332,0.2724298950051889,1.3868629070348106,0.2836197979631834,0.2543399150017649,1.670482704997994,0.33489044004818425,0.30504128499887884,2.0053731450461783,0.3342786069842987,0.30645553598878905,2.339651752030477,0.3178827029769309,0.2896259520202875,2.657534455007408,0.5675147070433013,0.52328631200362,3.225049162050709,3.0085572279640473,2.9801640149671584,6.2336063900147565,0.2820011150324717,0.23417401901679114,6.515607505047228,0.30088070494821295,0.27209391503129154,6.816488209995441,0.31771067704539746,0.26974702399456874,7.134198887040839,,,,0.31702696095453575,0.28566875896649435,7.451225847995374,,,,,f,1,0.5920519510400482,f,1,2.110613370023202,,,,0.35148048703558743,0.3206341559998691,7.802706335030962,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_left,The boy,0,0,1,0,f,0,313,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,30,30,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.6529752850183286,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,single_left,Antes de correr su primer maratón María tuvo que correr mucho para practicar,0,0,0,1,f,0,210,María corrió el maratón sin entrenarse.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,31,31,39,,,,,,,,,,,,,,,,,,0.4166008519823663,0.39701177703682333,0.4166008519823663,0.23396111803594977,0.20515177998458967,0.6505619700183161,0.268041061994154,0.23901690501952544,0.9186030320124701,0.24985245999414474,0.2174980269628577,1.1684554920066148,0.46796837501460686,0.43957238201983273,1.6364238670212217,0.4017226580181159,0.37246818700805306,2.0381465250393376,0.40033493196824566,0.3681429749703966,2.4384814570075832,0.718082309991587,0.6894105909741484,3.15656376699917,1.721413635998033,1.6722994690062478,4.877977402997203,0.41867321403697133,0.39024858199991286,5.2966506170341745,0.40059395995922387,0.372188700013794,5.697244576993398,0.46863232500618324,0.43930443696444854,6.165876901999582,0.350418885005638,0.3057736980263144,6.51629578700522,,,,,,,,,,,f,1,0.535843469959218,j,0,2.3751824619830586,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,j,A,congruent_left,Los novios montaron la mesa que su amigo les dejó en su porche en la cocina de su nuevo apartamento ,1,1,0,0,f,0,18,Los novios pusieron la mesa en su porche.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,32,32,17,,,,,,,,,,,,,,,,,,0.6495712039759383,0.6305770149920136,0.6495712039759383,0.2508366410038434,0.21998110000276938,0.9004078449797817,0.2679706049966626,0.23484575003385544,1.1683784499764442,0.26722312899073586,0.2344238450168632,1.43560157896718,0.4843399560195394,0.4348263129941188,1.9199415349867195,0.3189837479731068,0.2855219430057332,2.2389252829598263,0.3830242379917763,0.352645777980797,2.6219495209516026,0.36868101404979825,0.33896688697859645,2.990630535001401,0.4004332899930887,0.3722212529974058,3.3910638249944896,0.4175254490110092,0.38388621096964926,3.8085892740054987,2.122542403987609,2.094987493008375,5.931131677993108,0.45060188096249476,0.4051641379483044,6.381733558955602,0.3183657660265453,0.29021889198338613,6.700099324982148,,,,0.25063185300678015,0.22177721600746736,6.950731177988928,,,,,f,1,0.48823904496384785,j,1,2.6945021700230427,,,,0.36652389296796173,0.338521902973298,7.3172550709568895,0.31784409401006997,0.2716078700032085,7.6350991649669595,0.31890590803232044,0.2853434319840744,7.95400507299928,0.23340753698721528,0.2059440800221637,8.187412609986495,0.23432125500403345,0.18937185197137296,8.421733864990529,None,None,0.2668572049587965,0.23887541703879833,8.688591069949325,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Jorge puso las monedas que traía en su abrigo en la mesa cuando regresó a su casa,1,1,1,0,j,1,12,Las monedas de Jorge están en su abrigo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,33,33,11,,,,,,,,,,,,,,,,,,0.7505344570381567,0.7322349720052443,0.7505344570381567,0.23384174797683954,0.20492821198422462,0.9843762050149962,0.5511508220224641,0.5177401379914954,1.5355270270374604,0.8025405199732631,0.7733530930127017,2.3380675470107235,0.6019544830196537,0.5749634280218743,2.940022030030377,0.417940754967276,0.3891960050095804,3.357962784997653,0.2836892100167461,0.25557542796013877,3.6416519950143993,0.46749966498464346,0.4385194919886999,4.109151659999043,0.35207846999401227,0.3190204100101255,4.461230129993055,0.4176782050053589,0.38984357204753906,4.878908334998414,0.350846512010321,0.3222022349946201,5.229754847008735,0.2992903320118785,0.25219068897422403,5.529045179020613,0.3185109129990451,0.28814123501069844,5.8475560920196585,,,,0.5518066950025968,0.5222478319774382,6.399362787022255,,,,,j,1,1.1431272100307979,j,1,3.729031072987709,,,,0.3665393880219199,0.3355764720472507,6.765902175044175,0.3013980619725771,0.2727426780038513,7.067300237016752,0.31819406303111464,0.2888235219870694,7.385494300047867,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_left,Después de que comieron el pollo se enfrió inmediatamente ,1,1,1,0,f,1,1,Comieron el pollo caliente.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,34,34,0,,,,,,,,,,,,,,,,,,0.6017416980466805,0.5889083400252275,0.6017416980466805,0.251176374964416,0.22271381499012932,0.8529180730110966,0.2507183870184235,0.2236599390162155,1.10363646002952,0.2332418379955925,0.20540042500942945,1.3368782980251126,0.26685422199079767,0.23892215202795342,1.6037325200159103,0.33540114300558344,0.30540345003828406,1.9391336630214937,0.3502154320012778,0.32144069799687713,2.2893490950227715,0.45139200997073203,0.42332185502164066,2.7407411049935035,0.6855987400049344,0.6525363979744725,3.426339844998438,,,,,,,,,,,,,,,,,,,,,,,f,1,0.5718919190112501,f,1,2.641749757982325,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,A,incongruent_left,La pantalla de mi computadora se me rompió,0,0,1,0,f,0,221,Mi computadora está en una condición perfecta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,35,35,50,,,,,,,,,,,,,,,,,,1.002060859987978,0.9922068130108528,1.002060859987978,0.3176270929980092,0.28886537003563717,1.319687952985987,0.3506973969633691,0.31848894205177203,1.6703853499493562,0.35104671004228294,0.31813306198455393,2.021432059991639,0.3506859629997052,0.32165646797511727,2.3721180229913443,0.46841615496668965,0.43518531002337113,2.840534177958034,0.3007064069970511,0.2713914579944685,3.141240584955085,0.3823672099970281,0.3538229629630223,3.523607794952113,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.8046357950079255,j,1,1.0559209039784037,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,single_right,The boy,0,0,0,1,j,0,310,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,36,36,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.6379407880012877,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,A,single_left,Ana vació el lavaplatos en la cocina,0,0,0,1,f,0,206,Ana no ayudó con los quehaceres.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,37,37,35,,,,,,,,,,,,,,,,,,0.5679204299813136,0.5574819660396315,0.5679204299813136,0.2340089600184001,0.20482819201424718,0.8019293899997137,0.20003409998025745,0.17166150198318064,1.0019634899799712,0.2509918700088747,0.22184357995865867,1.2529553599888459,0.3003660950344056,0.2679396169842221,1.5533214550232515,0.3336722379899584,0.3055734029621817,1.8869936930132098,0.3012271170155145,0.2678917800076306,2.1882208100287244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.45612749294377863,j,1,1.7093736850074492,,,,,,,,,,,,,,,,,,,None,space,,,,2.3453401789884083,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,A,congruent_left,Los autobuses en Madrid tienen más de quince pies de altura ,0,0,0,0,f,0,225,Los autobuses madrileños son muy altos.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,38,38,54,,,,,,,,,,,,,,,,,,0.6358128910069354,0.6275874269776978,0.6358128910069354,0.21543075802037492,0.18614189798245206,0.8512436490273103,0.21812944597331807,0.18712038098601624,1.0693730950006284,0.31858554598875344,0.2884306029882282,1.3879586409893818,0.24983961804537103,0.21996868401765823,1.6377982590347528,0.48489587201038375,0.4558944199816324,2.1226941310451366,0.5347493299632333,0.5057277419837192,2.65744346100837,0.45116420299746096,0.4176348819746636,3.108607664005831,0.33485392498550937,0.30568070500157773,3.4434615889913402,0.3846546350396238,0.3564881029888056,3.828116224030964,0.43316869699629024,0.4043332950095646,4.261284921027254,,,,,,,,,,,,,,,,,f,1,0.6732059349888004,f,1,3.961450323986355,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Cuando la artista gritó el cuadro cayó y se rompió,0,1,1,0,f,0,127,La artista no gritó muy fuerte.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,39,39,23,,,,,,,,,,,,,,,,,,0.6844840500270948,0.6772611800115556,0.6844840500270948,0.40121420996729285,0.3715541670098901,1.0856982599943876,0.36651630798587576,0.3386263780412264,1.4522145679802634,0.3851007950142957,0.35568810999393463,1.837315362994559,0.41631844599032775,0.38689073600107804,2.253633808984887,0.41976120899198577,0.39065281802322716,2.6733950179768726,0.3991743760416284,0.36985874705715105,3.072569394018501,0.4694981059874408,0.4392079749959521,3.542067500005942,0.3831550049944781,0.3534442210220732,3.92522250500042,0.3689712900086306,0.3402022609952837,4.2941937950090505,,,,,,,,,,,,,,,,,,,,f,1,0.6898534460342489,j,1,1.5404744510306045,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Ignacio puso el queso que sus sobrinos dejaron en el refrigerador después de que comieron,0,1,1,0,j,0,134,Ignacio limpió cuando todos acabaron.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,40,40,26,,,,,,,,,,,,,,,,,,0.8343812149832956,0.8187288779881783,0.8343812149832956,0.29993665701476857,0.2542101750150323,1.1343178719980642,0.6191919049597345,0.5856027900008485,1.7535097769577987,0.6179770450107753,0.5902528239530511,2.371486821968574,0.5510317549924366,0.5203960660146549,2.9225185769610107,0.7024488900206052,0.6720605820300989,3.624967466981616,0.568836944992654,0.5391872249892913,4.19380441197427,0.567500765027944,0.5407079489668831,4.761305177002214,0.5350061599747278,0.5057643100153655,5.296311336976942,0.334689203009475,0.3010460769874044,5.631000539986417,0.25027468998450786,0.22376022301614285,5.881275229970925,0.4683628220227547,0.438956027966924,6.349638051993679,0.4835801579756662,0.45550768997054547,6.8332182099693455,,,,0.3518038400216028,0.3226068529766053,7.185022049990948,,,,,j,1,0.6734498669975437,f,1,2.791165055008605,,,,0.34940523200202733,0.3194957100204192,7.534427281992976,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Cuando Dora salió la comida se le quedó en el horno quemándose,0,1,1,0,j,0,130,Dora salió despistada.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,41,41,24,,,,,,,,,,,,,,,,,,0.6000291869859211,0.5873490669764578,0.6000291869859211,0.26794663799228147,0.23895406199153513,0.8679758249782026,1.7378791500232182,1.7094408949487843,2.605854975001421,0.4508575249928981,0.4219822830054909,3.056712499994319,0.3515934700262733,0.32345260301372036,3.408305970020592,0.26613478595390916,0.2205428080051206,3.6744407559745014,0.6347030140459538,0.6061807349906303,4.309143770020455,0.6018804279738106,0.5718804959906265,4.911024197994266,0.7182386689819396,0.688751804002095,5.629262866976205,0.35213946300791577,0.32289468101225793,5.981402329984121,0.3335136250243522,0.3047685250057839,6.314915955008473,0.31926198001019657,0.28942003299016505,6.63417793501867,,,,,,,,,,,,,,j,1,0.6235441919998266,f,1,4.6992280559497885,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Los artistas van a donar tres estatuas a la ciudad,0,0,1,0,j,0,203,La ciudad va a comprar las estatuas.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,42,42,32,,,,,,,,,,,,,,,,,,0.5669149580062367,0.5542654119781218,0.5669149580062367,0.2679073190083727,0.24015788797987625,0.8348222770146094,0.2665215849992819,0.23790114995790645,1.1013438620138913,0.2686179829761386,0.23891165299573913,1.36996184499003,0.4677150499774143,0.4423248880193569,1.8376768949674442,0.31775094504700974,0.2890203919960186,2.155427840014454,0.46715690998826176,0.4392701900214888,2.6225847500027157,0.45192989497445524,0.4223730569938198,3.074514644977171,0.3496949649997987,0.3215562049881555,3.4242096099769697,0.30152226699283347,0.2715956129832193,3.725731876969803,,,,,,,,,,,,,,,,,,,,j,1,0.4683951319893822,j,1,2.2566570219933055,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,A,congruent_left,Justo después de bajarme el autobús falló de repente ,0,0,0,0,f,0,213,Deben mandar el autobús al mecánico.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,43,43,42,,,,,,,,,,,,,,,,,,0.5678351849783212,0.5519930149894208,0.5678351849783212,0.2338370800134726,0.2061303699738346,0.8016722649917938,0.3845247779972851,0.35238885798025876,1.186197042989079,0.367660749994684,0.3359457979677245,1.553857792983763,0.4339919919730164,0.405876157048624,1.9878497849567793,0.7521998150041327,0.7238333130371757,2.740049599960912,0.6508220260147937,0.6208422210183926,3.3908716259757057,0.4181238320306875,0.3884060470154509,3.808995458006393,0.4508676209952682,0.42179662600392476,4.259863079001661,,,,,,,,,,,,,,,,,,,,,,,f,1,1.0225490339798853,f,1,2.711734553973656,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,A,congruent_left,The boy,0,0,0,0,f,0,307,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,44,44,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.40572673495626077,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
