practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,IRI_13,IRI_FL_13,space_13,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,key_resp_2.rt,session,participant,level,frameRate,expName,date,group,
,,0,,,Verdadero,Falso,j,A,incongruent_left,El músico colocó el instrumento que usó en su lugar después del concierto,0,1,1,0,f,0,131,El músico dejó todo desorganizado después del concierto.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,25,,,,,,,,,,,,,,,,,,0.684205055237,0.632126092911,0.684205055237,0.334132909775,0.270062208176,1.01833796501,0.267500162125,0.204188108444,1.28583812714,0.299575805664,0.236721992493,1.5854139328,0.300716161728,0.21781206131,1.88613009453,0.317113876343,0.219204902649,2.20324397087,0.368027925491,0.304276943207,2.57127189636,0.434303998947,0.354395866394,3.00557589531,0.418503046036,0.338201999664,3.42407894135,0.468259096146,0.404552936554,3.89233803749,0.568289995193,0.505301952362,4.46062803268,0.718405008316,0.622407913208,5.179033041,0.334462881088,0.239024162292,5.51349592209,,,,,,,,,,,,,,,,,f,1,0.707103013992,j,1,2.01163601875,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,A,congruent_right,The boy,0,0,0,0,j,0,304,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.488358974457,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,incongruent_right,The boy,0,0,1,0,j,0,315,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.589118003845,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_left,The boy,0,0,0,1,f,0,314,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,24,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.522626876831,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,incongruent_left,The boy,0,0,1,0,f,0,313,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,25,25,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.607988834381,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_left,Mientras la esposa toca el piano el esposo lava los platos,0,0,0,1,f,0,214,La esposa sabe tocar un instrumento.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,26,26,43,,,,,,,,,,,,,,,,,,0.550868034363,0.514617919922,0.550868034363,0.367744922638,0.30678486824,0.918612957001,0.332973957062,0.283545970917,1.25158691406,0.301851034164,0.254736185074,1.55343794823,0.332904100418,0.251106023788,1.88634204865,0.33539390564,0.289759874344,2.22173595428,0.334620952606,0.288601160049,2.55635690689,0.383345127106,0.322527885437,2.939702034,0.334697961807,0.289958953857,3.2743999958,0.368208885193,0.322203874588,3.642608881,0.2997610569,0.254040002823,3.9423699379,,,,,,,,,,,,,,,,,,,,,,,f,1,0.435901165009,f,1,2.10840010643,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,A,congruent_right,Cuando era niña Inés saltaba la cuerda mucho ,0,0,0,0,j,0,211,Inés sabe saltar la cuerda.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,27,27,40,,,,,,,,,,,,,,,,,,0.685817956924,0.657635211945,0.685817956924,0.316764116287,0.269986867905,1.00258207321,0.285369873047,0.238662958145,1.28795194626,0.316454172134,0.270269870758,1.60440611839,0.318665027618,0.271426916122,1.92307114601,0.300374031067,0.255021095276,2.22344517708,0.30045580864,0.25416302681,2.52390098572,0.300424098969,0.253710031509,2.82432508469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.851011991501,f,1,1.85575318336,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_right,The boy,0,0,0,1,j,0,302,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,28,28,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.537556886673,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_right,El cocinero lava las verduras en el fregadero,0,0,0,1,j,0,204,El cocinero prepara las verduras él mismo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,29,29,33,,,,,,,,,,,,,,,,,,0.786357879639,0.734282970428,0.786357879639,0.366769075394,0.320722818375,1.15312695503,0.368221998215,0.322056055069,1.52134895325,0.349858999252,0.30287694931,1.8712079525,0.318865060806,0.271587848663,2.19007301331,0.333724975586,0.288380861282,2.52379798889,0.333046913147,0.284836053848,2.85684490204,0.318864107132,0.271269083023,3.17570900917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.859354019165,f,1,2.79564905167,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Cuando la artista gritó el cuadro cayó y se rompió,0,1,1,0,f,0,127,La artista no gritó muy fuerte.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,30,30,23,,,,,,,,,,,,,,,,,,0.617901086807,0.585689067841,0.617901086807,0.335011959076,0.284276008606,0.952913045883,0.335000991821,0.289833784103,1.2879140377,0.332936048508,0.286765098572,1.62085008621,0.402097940445,0.355263948441,2.02294802666,0.38476896286,0.33847618103,2.40771698952,0.317472219467,0.2713971138,2.72518920898,0.433903932571,0.386025905609,3.15909314156,0.199348926544,0.149359941483,3.3584420681,0.653522014618,0.606659173965,4.01196408272,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.689378023148,j,1,1.3033220768,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Siempre que la niña salta la cuerda le da por la cabeza,1,1,1,0,j,1,4,La niña se golpea cuando juega.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,31,31,3,,,,,,,,,,,,,,,,,,0.768603801727,0.738162994385,0.768603801727,0.467352151871,0.386642932892,1.2359559536,0.284821987152,0.237678050995,1.52077794075,0.266753911972,0.202521085739,1.78753185272,0.335168123245,0.270823001862,2.12269997597,0.334347009659,0.289030075073,2.45704698563,0.301025867462,0.254853963852,2.75807285309,0.333930015564,0.288746833801,3.09200286865,0.301655054092,0.255578041077,3.39365792274,0.317229032516,0.268879890442,3.71088695526,0.249337911606,0.203680038452,3.96022486687,0.300994157791,0.23773598671,4.26121902466,,,,,,,,,,,,,,,,,,,,j,1,0.673810005188,f,1,2.51253294945,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,incongruent_left,Cuando la chica lava los platos se quedan bien sucios,1,1,1,0,f,1,9,La chica lava sin cuidado.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,32,32,8,,,,,,,,,,,,,,,,,,0.634479999542,0.603875875473,0.634479999542,0.316372156143,0.253268957138,0.950852155685,0.302414894104,0.251686096191,1.25326704979,0.266874074936,0.221509933472,1.52014112473,0.300798892975,0.254492998123,1.8209400177,0.268005132675,0.221537828445,2.08894515038,0.300547838211,0.234807014465,2.38949298859,0.384704113007,0.323349952698,2.77419710159,0.350409030914,0.287845134735,3.12460613251,0.332912921906,0.286151170731,3.45751905441,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.571492195129,f,1,1.27381896973,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,incongruent_left,Las chicas pusieron la sopa que su mamá preparó en la mesa antes de comer,0,1,1,0,f,0,139,Van a comer sopa.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,33,33,29,,,,,,,,,,,,,,,,,,0.717727899551,0.675992965698,0.717727899551,0.31739616394,0.252602100372,1.03512406349,0.266430854797,0.201709985733,1.30155491829,0.301143169403,0.237239837646,1.60269808769,0.284101963043,0.201930046082,1.88680005074,0.267282009125,0.188251972198,2.15408205986,0.282950878143,0.21924495697,2.437032938,0.2858979702,0.238368034363,2.7229309082,0.318197011948,0.256299972534,3.04112792015,0.266563177109,0.204184055328,3.30769109726,0.299904823303,0.235423088074,3.60759592056,0.268712997437,0.218810081482,3.876308918,0.251051187515,0.189387083054,4.12736010551,0.265205860138,0.185784816742,4.39256596565,,,,0.318813085556,0.25449514389,4.71137905121,,,,,,,,f,1,0.824877023697,f,1,1.19270706177,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,j,A,congruent_left,Después de que limpiaron la casa brillaba por todas partes,1,1,0,0,f,0,2,Todavía tienen que limpiar la sala.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,34,34,1,,,,,,,,,,,,,,,,,,0.532958030701,0.491722106934,0.532958030701,0.335362911224,0.239737033844,0.868320941925,0.300596952438,0.254975795746,1.16891789436,0.250137090683,0.204542160034,1.41905498505,0.251500844955,0.205069065094,1.67055583,0.317451000214,0.273203849792,1.98800683022,0.282539129257,0.236351013184,2.27054595947,0.300778865814,0.221029996872,2.57132482529,0.301115036011,0.25315117836,2.8724398613,0.284966945648,0.221611976624,3.15740680695,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.622823953629,j,1,2.05852508545,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_left,The boy,0,0,0,1,f,0,309,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,35,35,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.654778003693,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Elena colocó la tarea que la Sra. Sánchez le dejó encima de su mesa en su cuaderno sin mirar la nota,1,1,1,0,j,1,16,A Elena no le importó su nota.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,36,36,15,,,,,,,,,,,,,,,,,,0.668169021606,0.617914915085,0.668169021606,0.316128015518,0.219489097595,0.984297037125,0.335900068283,0.269090890884,1.32019710541,0.299797058105,0.233460903168,1.61999416351,0.251179933548,0.172492980957,1.87117409706,0.234221935272,0.152750015259,2.10539603233,0.216266155243,0.138220071793,2.32166218758,0.266970872879,0.184251785278,2.58863306046,0.383934020996,0.303699970245,2.97256708145,0.334949016571,0.251803159714,3.30751609802,0.233618974686,0.168416023254,3.54113507271,0.285727024078,0.198262929916,3.82686209679,0.30020403862,0.240159034729,4.12706613541,0.26686501503,0.172153949738,4.39393115044,,,,0.267203807831,0.170923948288,4.66113495827,0.316875219345,0.203206062317,4.97801017761,,,,,j,1,0.65492105484,f,1,1.47521686554,,,,None,None,0.302060842514,0.188232898712,5.28007102013,0.267532110214,0.188204050064,5.54760313034,0.383271932602,0.302094936371,5.93087506294,0.285156011581,0.18533706665,6.21603107452,0.367968082428,0.284763097763,6.58399915695,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,j,A,congruent_right,Mientras el padre leía la biblia antigua se partió en dos ,1,1,0,0,j,0,7,La biblia se quedó intacta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,37,37,6,,,,,,,,,,,,,,,,,,0.634762048721,0.595514059067,0.634762048721,0.367269992828,0.318484067917,1.00203204155,0.315965890884,0.270759105682,1.31799793243,0.250649213791,0.168885946274,1.56864714622,0.267319917679,0.201860904694,1.8359670639,0.284106016159,0.218419790268,2.12007308006,0.284255027771,0.236799955368,2.40432810783,0.335877895355,0.272367954254,2.74020600319,0.266319990158,0.221393823624,3.00652599335,0.285149097443,0.239353895187,3.29167509079,0.282773017883,0.221751928329,3.57444810867,,,,,,,,,,,,,,,,,,,,,,,j,1,0.788492918015,j,1,1.18685507774,,,,None,space,,,,,,,,,,,,,,,,355.689180136,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,j,A,congruent_left,La familia tenía una mesa antigua en el porche de su casa,0,0,0,0,f,0,201,La mesa antigua está en el comedor.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,38,38,30,,,,,,,,,,,,,,,,,,0.66762804985,0.626004934311,0.66762804985,0.349975824356,0.286998987198,1.01760387421,0.284987211227,0.2403819561,1.30259108543,0.35102391243,0.284698009491,1.65361499786,0.300374031067,0.251757144928,1.95398902893,0.317618846893,0.27130484581,2.27160787582,0.334594011307,0.273733139038,2.60620188713,0.350481987,0.304513931274,2.95668387413,0.333774089813,0.271100997925,3.29045796394,0.367902040482,0.305732011795,3.65836000443,0.368095874786,0.319491147995,4.02645587921,0.333513021469,0.288712978363,4.35996890068,,,,,,,,,,,,,,,,,,,,f,1,0.489277124405,f,0,3.79425501823,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_left,El mecánico estará de vacaciones solo unos días,0,0,0,1,f,0,230,El mecánico viaja solo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,39,39,59,,,,,,,,,,,,,,,,,,0.584735870361,0.543958902359,0.584735870361,0.315881967545,0.268785953522,0.900617837906,0.335915088654,0.284966945648,1.23653292656,0.266691923141,0.204621076584,1.5032248497,0.317137002945,0.271042108536,1.82036185265,0.318011045456,0.271396875381,2.1383728981,0.317461013794,0.270574808121,2.4558339119,0.300652980804,0.256884098053,2.7564868927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.42270898819,j,0,2.20837903023,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,A,congruent_left,La computadora de Jessica falla con frecuencia,0,0,0,0,f,0,217,Jessica necesita consultar con un técnico.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,40,40,46,,,,,,,,,,,,,,,,,,0.617285013199,0.582585811615,0.617285013199,0.351703166962,0.305135011673,0.968988180161,0.31756901741,0.268440008163,1.28655719757,0.349242925644,0.299889802933,1.63580012321,0.301728963852,0.254098892212,1.93752908707,0.334983110428,0.289515972137,2.27251219749,0.284093856812,0.221902132034,2.55660605431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.556019067764,f,1,1.69158387184,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,j,A,congruent_right,La señora insertó la tarjeta que su pareja le dejó en su cartera en la máquina para pagar,1,1,0,0,j,0,19,La mujer puso la tarjeta en su cartera.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,41,41,18,,,,,,,,,,,,,,,,,,0.599972963333,0.545727014542,0.599972963333,0.318253993988,0.221155881882,0.918226957321,0.284582853317,0.217654943466,1.20280981064,0.265691041946,0.20231294632,1.46850085258,0.26851606369,0.205203056335,1.73701691628,0.250645875931,0.186891794205,1.98766279221,0.249946117401,0.186444044113,2.23760890961,0.234833955765,0.15482211113,2.47244286537,0.301123142242,0.235076904297,2.77356600761,0.250958919525,0.188264846802,3.02452492714,0.283372879028,0.220355987549,3.30789780617,0.300508022308,0.223321914673,3.60840582848,0.267089128494,0.1676030159,3.87549495697,0.250267028809,0.169544935226,4.12576198578,,,,0.250831842422,0.185626983643,4.3765938282,0.267043113708,0.202651977539,4.64363694191,,,,,j,1,0.488291025162,j,1,2.91205096245,,,,None,None,0.234338998795,0.152560949326,4.8779759407,0.284556865692,0.219706058502,5.1625328064,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,A,congruent_left,Jimena duerme bien en la cama en su cuarto,0,0,0,0,f,0,205,La cama de Jimena es cómoda.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,42,42,34,,,,,,,,,,,,,,,,,,0.717039108276,0.690072059631,0.717039108276,0.334076881409,0.283502817154,1.05111598969,0.267498016357,0.218400001526,1.31861400604,0.318154096603,0.271682977676,1.63676810265,0.300741910934,0.254841804504,1.93751001358,0.267785072327,0.221467971802,2.20529508591,0.266681909561,0.221848011017,2.47197699547,0.266324043274,0.203851938248,2.73830103874,0.284139871597,0.220892906189,3.02244091034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.472946166992,f,1,1.32590794563,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,incongruent_left,Antes de que bebieran el vino se volvió vinagre ,1,1,1,0,f,1,5,No tomaron vino porque se había echado a perder.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,43,43,4,,,,,,,,,,,,,,,,,,0.583119153976,0.544548988342,0.583119153976,0.284810066223,0.237468004227,0.8679292202,0.284926891327,0.239129066467,1.15285611153,0.283315896988,0.233793973923,1.43617200851,0.267788171768,0.221526861191,1.70396018028,0.267627000809,0.221812009811,1.97158718109,0.299780845642,0.256825208664,2.27136802673,0.300232172012,0.219040870667,2.57160019875,0.318919897079,0.268327951431,2.89052009583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.619137048721,f,1,2.34505391121,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,j,A,congruent_right,Paco dejó los pantalones que compró en la tienda en su cuarto cuando volvió,1,1,0,0,j,0,11,A Paco los pantalones se le quedaron en la tienda.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,44,44,10,,,,,,,,,,,,,,,,,,0.536008119583,0.492329120636,0.536008119583,0.317662000656,0.254317998886,0.853670120239,0.284311056137,0.222097873688,1.13798117638,0.266928911209,0.20401096344,1.40491008759,0.283470869064,0.217095851898,1.68838095665,0.251907110214,0.189395904541,1.94028806686,0.267116069794,0.205668926239,2.20740413666,0.267460823059,0.18861413002,2.47486495972,0.282572031021,0.217027902603,2.75743699074,0.266820192337,0.201411008835,3.02425718307,0.285462856293,0.220358848572,3.30972003937,0.251523971558,0.184337854385,3.56124401093,0.266874074936,0.204694032669,3.82811808586,0.283915042877,0.220805883408,4.11203312874,,,,,,,,,,,,,,j,1,0.570258140564,f,0,2.79498696327,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,incongruent_left,El mesero vació el vino que los clientes dejaron en la mesa en el fregadero después de que se fueron,1,1,1,0,f,1,17,Los clientes se fueron sin tomar todo el vino. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,45,45,16,,,,,,,,,,,,,,,,,,0.567791938782,0.516074895859,0.567791938782,0.317862033844,0.2356569767,0.885653972626,0.283925056458,0.202985048294,1.16957902908,0.266592025757,0.186743974686,1.43617105484,0.283290863037,0.202320098877,1.71946191788,0.267702102661,0.202446937561,1.98716402054,0.268269062042,0.203706026077,2.25543308258,0.250669002533,0.170303106308,2.50610208511,0.300985813141,0.238018989563,2.80708789825,0.26771903038,0.188126087189,3.07480692863,0.29966211319,0.221082210541,3.37446904182,0.233934879303,0.122414112091,3.60840392113,0.268038988113,0.187777996063,3.87644290924,0.251275062561,0.172814130783,4.1277179718,,,,0.267066955566,0.185634851456,4.39478492737,0.250591993332,0.169279098511,4.6453769207,,,,,f,1,0.620486021042,f,1,1.96017599106,,,,None,None,0.283439159393,0.205466032028,4.92881608009,0.267468929291,0.186497211456,5.19628500938,0.266544103622,0.182152032852,5.46282911301,0.285135984421,0.22074508667,5.74796509743,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Los artistas van a donar tres estatuas a la ciudad,0,0,1,0,j,0,203,La ciudad va a comprar las estatuas.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,46,46,32,,,,,,,,,,,,,,,,,,0.517378091812,0.481066942215,0.517378091812,0.267365932465,0.222994089127,0.784744024277,0.266932010651,0.206388950348,1.05167603493,0.250555038452,0.186650037766,1.30223107338,0.234084844589,0.188458919525,1.53631591797,0.23436498642,0.189455032349,1.77068090439,0.236606121063,0.174875974655,2.00728702545,0.21493601799,0.156856060028,2.22222304344,0.250105857849,0.204596996307,2.47232890129,0.232782125473,0.185451030731,2.70511102676,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.620218038559,j,1,1.8577041626,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,A,single_right,Cuando usó mi carro Jorge lo aparcó muy mal,0,0,0,1,j,0,212,No le presto mi carro a nadie.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,47,47,41,,,,,,,,,,,,,,,,,,0.952766895294,0.90163898468,0.952766895294,0.334685087204,0.289355039597,1.2874519825,0.250592947006,0.205446004868,1.5380449295,0.250934123993,0.205295801163,1.7889790535,0.249419927597,0.203132152557,2.03839898109,0.267678976059,0.220371961594,2.30607795715,0.251118898392,0.205816984177,2.55719685555,0.217112064362,0.17022895813,2.77430891991,0.249598026276,0.201292037964,3.02390694618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.45319890976,j,1,3.21353793144,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_left,The boy,0,0,0,1,f,0,301,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,48,48,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.489920139313,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_left,Mi padre me partió el sándwich en dos para llevarlo a clase,0,0,0,1,f,0,222,Me compré la comida en la escuela. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,49,49,51,,,,,,,,,,,,,,,,,,0.583431005478,0.546068906784,0.583431005478,0.33509516716,0.268760204315,0.918526172638,0.233345031738,0.172569036484,1.15187120438,0.268182992935,0.222744941711,1.42005419731,0.266872882843,0.20227098465,1.68692708015,0.234341144562,0.171517133713,1.92126822472,0.282855987549,0.200493812561,2.20412421227,0.266996860504,0.219147920609,2.47112107277,0.302190065384,0.254860877991,2.77331113815,0.250748872757,0.206143856049,3.02406001091,0.233529090881,0.187234163284,3.25758910179,0.250548124313,0.20406794548,3.5081372261,,,,,,,,,,,,,,,,,,,,f,1,0.4869389534,j,0,2.24341917038,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
