practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,IRI_13,IRI_FL_13,space_13,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,IRI_20,IRI_FL_20,space_20,session,participant,level,frameRate,expName,date,group,
,,0,,,Verdadero,Falso,f,B,incongruent_right,Sandra acomodó las novelas que Antonia dejó en el librero cuando las encontró,0,1,1,0,j,0,115,Sandra limpió el lío de libros de Antonia.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,27,,,,,,,,,,,,,,,,0.568626880646,0.528315067291,0.568626880646,0.335325956345,0.239359855652,0.90395283699,0.31658411026,0.254886865616,1.22053694725,0.319061994553,0.255380153656,1.5395989418,0.317198991776,0.251612901688,1.85679793358,0.334218978882,0.271620988846,2.19101691246,0.367866039276,0.305480003357,2.55888295174,0.350985050201,0.284703969955,2.90986800194,0.315794944763,0.25391292572,3.2256629467,0.585516929626,0.521589040756,3.81117987633,0.450293064117,0.385382175446,4.26147294044,0.635040998459,0.553982019424,4.8965139389,0.402661085129,0.32240319252,5.29917502403,,,,,,,,,,,,,,,,,j,1,0.536983013153,f,1,3.78253602982,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Después de que salieron la casa se quedó muy limpia,0,1,1,0,f,0,102,Todavía deben limpiar la casa.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,20,,,,,,,,,,,,,,,,0.600434064865,0.570547103882,0.600434064865,0.452022075653,0.391503810883,1.05245614052,0.366533994675,0.304521083832,1.41899013519,0.468597888947,0.407507181168,1.88758802414,0.315763950348,0.270457983017,2.20335197449,0.28382897377,0.235954999924,2.48718094826,0.38628411293,0.338440895081,2.87346506119,0.701690912247,0.656349897385,3.57515597343,0.535039186478,0.473202943802,4.11019515991,0.317001819611,0.271143913269,4.42719697952,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.655346870422,j,1,1.89363312721,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,A,incongruent_right,a,0,0,1,0,j,0,315,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.686860084534,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,B,incongruent_right,Mientras el maestro tocaba el violín resonaba por todo el salón,1,1,1,0,j,1,25,El maestro tocaba el piano.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,24,4,,,,,,,,,,,,,,,,0.567523002625,0.531944990158,0.567523002625,0.401197910309,0.34046792984,0.968720912933,0.334053993225,0.271677970886,1.30277490616,0.216751098633,0.156049013138,1.51952600479,0.366061925888,0.302360057831,1.88558793068,0.385228872299,0.336665153503,2.27081680298,0.435318231583,0.388295888901,2.70613503456,0.317816972733,0.255298137665,3.02395200729,0.316437959671,0.256764888763,3.34038996696,0.335227966309,0.271542072296,3.67561793327,0.283771038055,0.238275051117,3.95938897133,,,,,,,,,,,,,,,,,,,,,,,j,1,0.486070871353,j,1,1.57446503639,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_right,Después de que la arquitecta empezó los planos se volvieron más sencillos,1,1,0,0,j,0,22,Los planos siempre fueron muy sencillos.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,25,25,1,,,,,,,,,,,,,,,,0.718015193939,0.677651882172,0.718015193939,0.351125955582,0.288313865662,1.06914114952,0.29999089241,0.237133979797,1.36913204193,0.299749135971,0.203779935837,1.6688811779,0.284484863281,0.219066858292,1.95336604118,0.267347097397,0.201890945435,2.22071313858,0.434963941574,0.371098995209,2.65567708015,0.434974908829,0.371399879456,3.09065198898,0.36629319191,0.30411696434,3.45694518089,0.35310292244,0.305433988571,3.81004810333,0.316776037216,0.253801107407,4.12682414055,0.418011903763,0.357484102249,4.54483604431,,,,,,,,,,,,,,,,,,,,j,1,0.790384054184,j,1,1.75513601303,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,309,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,26,26,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.670389175415,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_left,Después de pintar su casa Julieta tuvo que limpiar,0,0,0,0,f,0,243,Las paredes de la casa están descoloridas. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,27,27,42,,,,,,,,,,,,,,,,0.582377910614,0.534479141235,0.582377910614,0.318382024765,0.270927906036,0.900759935379,0.301311969757,0.25691986084,1.20207190514,0.333106040955,0.286921024323,1.53517794609,0.301648855209,0.254241943359,1.8368268013,0.268100976944,0.206312894821,2.10492777824,0.28359413147,0.220180988312,2.38852190971,0.451410055161,0.405580997467,2.83993196487,0.300963878632,0.25657582283,3.14089584351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.607438087463,j,1,3.19586396217,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,incongruent_left,La empleada guardó los documentos que recibió en el buzón en una carpeta después de revisarlos,1,1,1,0,f,1,32,La empleada revisó los documentos.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,28,28,11,,,,,,,,,,,,,,,,0.551425933838,0.500864982605,0.551425933838,0.350063085556,0.268978118896,0.901489019394,0.333975076675,0.271425008774,1.23546409607,0.333724975586,0.267868041992,1.56918907166,0.26696896553,0.185256958008,1.83615803719,0.319000005722,0.238421916962,2.15515804291,0.368093967438,0.305637836456,2.52325201035,0.332360982895,0.235803842545,2.85561299324,0.419691085815,0.339794158936,3.27530407906,0.467216968536,0.390558004379,3.74252104759,0.466933012009,0.403685808182,4.2094540596,0.383615016937,0.319925069809,4.59306907654,0.453207969666,0.389120817184,5.0462770462,0.40080499649,0.31889796257,5.44708204269,,,,0.301320075989,0.222761869431,5.74840211868,0.266971826553,0.189977884293,6.01537394524,,,,,f,1,0.556350231171,f,1,2.33854389191,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,314,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,29,29,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.570417881012,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,incongruent_right,Después de que corrí el maratón no me parecía tan imposible,1,1,1,0,j,1,21,Me sentí mejor corriendo el maratón que anticipaba.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,30,30,0,,,,,,,,,,,,,,,,0.615976810455,0.579546928406,0.615976810455,0.385702133179,0.338057994843,1.00167894363,0.382399082184,0.334718942642,1.38407802582,0.302536010742,0.25416302681,1.68661403656,0.401126861572,0.357497930527,2.08774089813,0.384670972824,0.323291778564,2.47241187096,0.317244052887,0.271461009979,2.78965592384,0.71867108345,0.672950983047,3.50832700729,0.617146015167,0.567619085312,4.12547302246,0.452842950821,0.405732154846,4.57831597328,0.367660999298,0.306316137314,4.94597697258,,,,,,,,,,,,,,,,,,,,,,,j,1,0.488064050674,f,1,9.36106181145,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,single_left,Los pasteles en la cocina de los Menéndez son para la fiesta de cumpleaños,0,0,0,1,f,0,232,Los Menéndez van a una fiesta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,31,31,31,,,,,,,,,,,,,,,,0.550606966019,0.507943868637,0.550606966019,0.317410945892,0.251411914825,0.868017911911,0.332375049591,0.269576787949,1.2003929615,0.369318962097,0.30414390564,1.5697119236,0.268054962158,0.20441699028,1.83776688576,0.266779184341,0.204192876816,2.1045460701,0.332976818085,0.269773960114,2.43752288818,0.250427007675,0.184455156326,2.68794989586,0.386080026627,0.318550109863,3.07402992249,0.382316112518,0.318243026733,3.456346035,0.353170871735,0.288738012314,3.80951690674,0.383090019226,0.320358037949,4.19260692596,1.0188331604,0.953202009201,5.21144008636,0.403100967407,0.355581998825,5.61454105377,,,,,,,,,,,,,,f,1,0.507323980331,f,1,2.22660303116,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,single_right,Después de preparar el desayuno Pedro limpia bien la cocina,0,0,0,1,j,0,238,Pedro no deja la cocina sucia.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,32,32,37,,,,,,,,,,,,,,,,0.567317008972,0.532673835754,0.567317008972,0.367785930634,0.288259029388,0.935102939606,0.283586978912,0.238295078278,1.21868991852,0.31750702858,0.255200862885,1.5361969471,0.367511987686,0.306360006332,1.90370893478,0.299992084503,0.253504037857,2.20370101929,0.352649927139,0.305700063705,2.55635094643,0.400350093842,0.339488983154,2.95670104027,0.399574995041,0.352489948273,3.35627603531,0.385737895966,0.33761715889,3.74201393127,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.656423807144,f,1,2.74516510963,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_right,Cuando Dora compró la comida se le quedó en el mercado,1,1,0,0,j,0,30,Dora salió del mercado con la comida.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,33,33,9,,,,,,,,,,,,,,,,0.58619594574,0.554005146027,0.58619594574,0.33433508873,0.268006086349,0.92053103447,0.28367805481,0.239223957062,1.20420908928,0.318086862564,0.255167007446,1.52229595184,0.30074095726,0.238353967667,1.8230369091,0.367375135422,0.305178880692,2.19041204453,0.29945397377,0.237208127975,2.4898660183,0.302525043488,0.255336999893,2.79239106178,0.350999832153,0.305097103119,3.14339089394,0.250130176544,0.187502861023,3.39352107048,0.366279840469,0.318138122559,3.75980091095,,,,,,,,,,,,,,,,,,,,,,,j,1,0.550968885422,j,1,1.74265384674,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,incongruent_left,Los planos del arquitecto tienen un diseño muy creativo ,0,0,1,0,f,0,251,El arquitecto es muy bueno y creativo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,34,34,50,,,,,,,,,,,,,,,,0.534409046173,0.502300024033,0.534409046173,0.284119129181,0.23925614357,0.818528175354,0.233937978745,0.18963098526,1.0524661541,0.266704797745,0.217219114304,1.31917095184,0.217454195023,0.170315027237,1.53662514687,0.416734933853,0.353797912598,1.95336008072,0.235739946365,0.189386129379,2.18910002708,0.366374015808,0.305068969727,2.55547404289,0.184718132019,0.137712955475,2.74019217491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.63769698143,f,1,1.64082694054,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,304,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,35,35,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.65845489502,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,311,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,36,36,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.436949968338,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,B,incongruent_right,Toni dejó los zapatos que compró en su cuarto cuando volvió,0,1,1,0,j,0,111,Toni solo compró pantalones.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,37,37,25,,,,,,,,,,,,,,,,0.651845932007,0.613348007202,0.651845932007,0.518592119217,0.472795009613,1.17043805122,0.333806991577,0.27238202095,1.5042450428,0.265955924988,0.201337099075,1.77020096779,0.218241930008,0.169964075089,1.9884428978,0.351594209671,0.288521051407,2.34003710747,0.384782791138,0.335604906082,2.72481989861,0.266086101532,0.205106019974,2.99090600014,0.234517097473,0.189056873322,3.22542309761,0.217613935471,0.154414892197,3.44303703308,0.635225057602,0.574118852615,4.07826209068,,,,,,,,,,,,,,,,,,,,,,,j,1,0.437702178955,j,1,1.70982003212,,,,None,space,,,,,,,,,,,,,18.1513700485,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,incongruent_left,Antes de que celebraran esa canción no era muy popular ,0,1,1,0,f,0,106,Nadie sabía la canción antes.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,38,38,22,,,,,,,,,,,,,,,,0.649441003799,0.60196185112,0.649441003799,0.235543012619,0.187752008438,0.884984016418,0.217235088348,0.154512882233,1.10221910477,0.217806100845,0.156274080276,1.32002520561,0.249878883362,0.201299190521,1.56990408897,0.268081903458,0.221594810486,1.83798599243,0.332509040833,0.286868095398,2.17049503326,0.201851129532,0.155491828918,2.3723461628,0.317595005035,0.255331993103,2.68994116783,0.23242688179,0.185020923615,2.92236804962,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.873224020004,f,1,2.26024699211,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Cuando los jardineros se fueron el jardín era el más bonito del barrio,0,1,1,0,f,0,110,Los clientes no se quedaron satisfechos con el jardín.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,39,39,24,,,,,,,,,,,,,,,,0.567155122757,0.510510921478,0.567155122757,0.284333944321,0.220855951309,0.851489067078,0.249817848206,0.186690092087,1.10130691528,0.217821121216,0.154263973236,1.3191280365,0.318227052689,0.251803874969,1.63735508919,0.283584833145,0.221349954605,1.92093992233,0.300858020782,0.237142086029,2.22179794312,0.350902080536,0.289658069611,2.57270002365,0.28408408165,0.221742868423,2.8567841053,0.165491819382,0.0984239578247,3.02227592468,0.335584163666,0.288128852844,3.35786008835,0.267282962799,0.205265045166,3.62514305115,0.250606060028,0.187313079834,3.87574911118,,,,,,,,,,,,,,,,,f,1,0.540134906769,j,1,2.25938820839,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,single_right,Mi tarjeta de crédito se me quedó en casa,0,0,0,1,j,0,254,Tuve que usar efectivo para pagar.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,40,40,53,,,,,,,,,,,,,,,,0.533483028412,0.508291006088,0.533483028412,0.250909805298,0.188147783279,0.78439283371,0.200391054153,0.153297185898,0.984783887863,0.284065008163,0.234016180038,1.26884889603,0.283591032028,0.239049196243,1.55243992805,0.283343076706,0.236783027649,1.83578300476,0.403286933899,0.355772018433,2.23906993866,0.283247947693,0.238116025925,2.52231788635,0.332757949829,0.286962032318,2.85507583618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.572854995728,f,1,1.57702207565,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,B,single_left,Linda hace un paseo en las montañas todos los sábados,0,0,0,1,f,0,236,A Linda no le gusta la naturaleza.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,41,41,35,,,,,,,,,,,,,,,,0.516863107681,0.481848955154,0.516863107681,0.266074895859,0.204066991806,0.78293800354,0.202245950699,0.138365983963,0.985183954239,0.34903216362,0.269657850266,1.33421611786,0.218206882477,0.167907953262,1.55242300034,0.317013978958,0.249475955963,1.86943697929,0.251533031464,0.204917192459,2.12097001076,0.334582090378,0.268149137497,2.45555210114,0.284199953079,0.238137960434,2.73975205421,0.183851003647,0.134677171707,2.92360305786,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.506019830704,j,1,1.40484189987,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,incongruent_left,Mi papá guardó la pintura que hizo en su despacho de trabajo,0,1,1,0,f,0,114,Mi papá se quedó orgulloso de su pintura.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,42,42,26,,,,,,,,,,,,,,,,0.517482995987,0.483891963959,0.517482995987,0.251018047333,0.202120065689,0.76850104332,0.23482298851,0.186273813248,1.00332403183,0.233333110809,0.18571305275,1.23665714264,0.267323970795,0.202702045441,1.50398111343,0.436247825623,0.385594129562,1.94022893906,0.231927156448,0.170980930328,2.1721560955,0.235330820084,0.184437036514,2.40748691559,0.317288160324,0.271013975143,2.72477507591,0.317394971848,0.250246047974,3.04217004776,0.301704883575,0.256135940552,3.34387493134,0.415930986404,0.349556922913,3.75980591774,,,,,,,,,,,,,,,,,,,,f,1,0.583931922913,f,1,4.7805981636,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,single_left,"En la oficina había dos empleados, un periodista y un fotógrafo ",0,0,0,1,f,0,256,Había cuatro personas en la oficina.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,43,43,55,,,,,,,,,,,,,,,,0.516655921936,0.480222225189,0.516655921936,0.234469175339,0.185837030411,0.751125097275,0.251188993454,0.186683893204,1.00231409073,0.234401941299,0.189320087433,1.23671603203,0.266311883926,0.20255112648,1.50302791595,0.319290161133,0.255299091339,1.82231807709,0.601446866989,0.538913965225,2.42376494408,0.417505979538,0.354854106903,2.84127092361,0.416667938232,0.369158983231,3.25793886185,0.369311094284,0.301416873932,3.62724995613,0.382396936417,0.33348608017,4.00964689255,,,,,,,,,,,,,,,,,,,,,,,f,1,0.535656929016,j,0,5.91911005974,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,incongruent_right,El padre metió las copas sucias que su hija dejó en la mesa en el lavaplatos cuando acabó de comer,1,1,1,0,j,1,37,El padre limpió la mesa después de la comida.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,44,44,16,,,,,,,,,,,,,,,,0.652065992355,0.595227956772,0.652065992355,0.350204944611,0.285273075104,1.00227093697,0.369540929794,0.305293083191,1.37181186676,0.350256919861,0.271912097931,1.72206878662,0.417667150497,0.33487200737,2.13973593712,0.334650993347,0.256847858429,2.47438693047,0.334310054779,0.255841016769,2.80869698524,0.351008892059,0.271080970764,3.1597058773,0.267014980316,0.189292907715,3.42672085762,0.250649929047,0.172873973846,3.67737078667,0.401665210724,0.320386886597,4.07903599739,0.400377988815,0.334829807281,4.47941398621,0.351323843002,0.271728992462,4.83073782921,0.317581176758,0.234126091003,5.14831900597,,,,0.334015846252,0.252279996872,5.48233485222,0.300040006638,0.217675924301,5.78237485886,,,,,j,1,0.758105993271,f,1,4.95184016228,,,,None,None,0.268638134003,0.205621004105,6.05101299286,0.28401184082,0.205811977386,6.33502483368,0.334208011627,0.251226902008,6.66923284531,0.434676170349,0.356636047363,7.10390901566,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,single_left,La estudiante se encontró con su profesora para calmar su preocupación ,0,0,0,1,f,0,260,La profesora estaba muy preocupada.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,45,45,59,,,,,,,,,,,,,,,,0.567248106003,0.527226924896,0.567248106003,0.366293907166,0.301858901978,0.933542013168,0.369219064713,0.321782112122,1.30276107788,0.451905012131,0.38904094696,1.75466609001,0.316879034042,0.254066944122,2.07154512405,0.384318828583,0.321369886398,2.45586395264,0.417899131775,0.355221986771,2.87376308441,0.468219995499,0.40699505806,3.34198307991,0.384457826614,0.323914051056,3.72644090652,0.301200151443,0.238358974457,4.02764105797,0.415591955185,0.352058172226,4.44323301315,,,,,,,,,,,,,,,,,,,,,,,f,1,0.923320055008,j,0,2.86177110672,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_right,La obra de teatro se presentó en el salón de conciertos,0,0,0,0,j,0,253,Los actores presentaron en un anfiteatro.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,46,46,52,,,,,,,,,,,,,,,,0.617671012878,0.584491968155,0.617671012878,0.299957036972,0.255567789078,0.91762804985,0.400408029556,0.352583885193,1.31803607941,0.266920804977,0.217991113663,1.58495688438,0.302273035049,0.25489115715,1.88722991943,0.30100107193,0.254719018936,2.18823099136,0.350644111633,0.305927038193,2.538875103,0.317368984222,0.254192113876,2.85624408722,0.285036802292,0.238851070404,3.14128088951,0.333111047745,0.288007974625,3.47439193726,0.235053062439,0.187446117401,3.70944499969,,,,,,,,,,,,,,,,,,,,,,,j,1,0.456627130508,j,1,2.09003400803,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,312,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,47,47,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.656267881393,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,B,incongruent_right,La cajera insertó el billete que el cliente le dejó en la caja pero no tenía cambio,0,1,1,0,j,0,119,La caja tenía muchos billetes pequeños.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,48,48,29,,,,,,,,,,,,,,,,0.601716041565,0.550408124924,0.601716041565,0.249469995499,0.188513994217,0.851186037064,0.31680393219,0.234050035477,1.16798996925,0.266852855682,0.200855970383,1.43484282494,0.250780105591,0.185330152512,1.68562293053,0.234128952026,0.168773889542,1.91975188255,0.318398952484,0.254415035248,2.23815083504,0.318920135498,0.255213975906,2.55707097054,0.28170800209,0.218205928802,2.83877897263,0.252708911896,0.189721107483,3.09148788452,0.266880989075,0.201755046844,3.3583688736,0.268033981323,0.2064640522,3.62640285492,0.298866033554,0.219475984573,3.92526888847,0.318928003311,0.254943847656,4.24419689178,,,,0.433437108994,0.369747161865,4.67763400078,0.35239982605,0.288001060486,5.03003382683,,,,,j,1,0.523032188416,f,0,11.8030760288,,,,None,None,0.551565170288,0.485319137573,5.58159899712,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
