practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_13,IRI_FL_13,space_13,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,session,participant,level,frameRate,expName,date,group,
,,0,,,Verdadero,Falso,f,A,single_left,Mientras la esposa toca el piano el esposo lava los platos,0,0,0,1,f,0,214,La esposa sabe tocar un instrumento.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,24,43,,,,,,,,,,,,,,,,0.467534065247,0.433743953705,0.467534065247,0.350323915482,0.305921077728,0.817857980728,,,,,,,,f,1,0.740957975388,0.368798971176,0.305917024612,1.1866569519,0.449690103531,0.387041091919,1.63634705544,0.467036008835,0.418895959854,2.10338306427,0.452954053879,0.406524896622,2.55633711815,f,1,2.47382616997,,0.501237869263,0.439869165421,3.05757498741,0.501063108444,0.439635038376,3.55863809586,0.501622915268,0.437170982361,4.06026101112,0.501329898834,0.439828157425,4.56159090996,0.43476319313,0.373799085617,4.99635410309,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,incongruent_right,La madre metió los vasos sucios que su hija dejó en el lavaplatos cuando acabó de comer,0,1,1,0,j,0,137,La madre limpió después de la comida.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,25,25,28,,,,,,,,,,,,,,,,0.617206811905,0.565237045288,0.617206811905,0.350546121597,0.267075061798,0.967752933502,,,,,,,,j,1,0.841814041138,0.501940965652,0.438930034637,1.46969389915,0.432739019394,0.369200944901,1.90243291855,0.435692071915,0.371201038361,2.33812499046,0.501632928848,0.423403978348,2.83975791931,j,0,3.91264891624,,0.518497943878,0.438424110413,3.35825586319,0.451095104218,0.371350049973,3.80935096741,0.484297990799,0.405645847321,4.29364895821,0.952944993973,0.890607118607,5.24659395218,0.568192005157,0.507710933685,5.81478595734,0.350072860718,0.272409915924,6.16485881805,0.435347080231,0.372541904449,6.60020589828,,,None,None,0.584543943405,0.504678964615,7.18474984169,0.602122068405,0.539326906204,7.7868719101,1.67025589943,1.60826206207,9.45712780952,0.433207035065,0.368306875229,9.89033484459,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Antes de que cantaran esa canción no era muy conocida ,1,1,1,0,f,1,6,Todos ya se sabían la canción antes de la fiesta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,26,26,5,,,,,,,,,,,,,,,,0.498783826828,0.464876174927,0.498783826828,0.285597085953,0.238379001617,0.784380912781,,,,,,,,f,1,0.719387054443,0.334474086761,0.272514104843,1.11885499954,0.434099912643,0.387804031372,1.55295491219,0.432545900345,0.385478973389,1.98550081253,0.452618122101,0.404221057892,2.43811893463,j,1,2.29006910324,,0.485502004623,0.422268867493,2.92362093925,0.468150854111,0.404519796371,3.39177179337,0.534543037415,0.490103006363,3.92631483078,0.586095094681,0.524854183197,4.51240992546,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Los artistas van a donar tres estatuas a la ciudad,0,0,1,0,j,0,203,La ciudad va a comprar las estatuas.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,27,27,32,,,,,,,,,,,,,,,,0.467120885849,0.435844182968,0.467120885849,0.39939904213,0.353219032288,0.866519927979,,,,,,,,j,1,0.702768087387,0.402671098709,0.354933023453,1.26919102669,0.501730918884,0.453440904617,1.77092194557,0.501569032669,0.439810991287,2.27249097824,0.467940092087,0.407346963882,2.74043107033,j,1,3.58023691177,,0.500655889511,0.45454287529,3.24108695984,0.551787137985,0.485871076584,3.79287409782,0.417548894882,0.35703086853,4.21042299271,0.382153987885,0.334654092789,4.59257698059,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,304,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,28,28,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.676065921783,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,308,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,29,29,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.607422113419,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,incongruent_right,El mecánico arregló el carro rápido,0,0,1,0,j,0,227,El mécanico trabaja de una manera eficiente.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,30,30,56,,,,,,,,,,,,,,,,0.69913816452,0.672162055969,0.69913816452,0.353041887283,0.322762012482,1.0521800518,,,,,,,,j,1,0.639657020569,0.484441995621,0.438620090485,1.53662204742,0.234063148499,0.187736034393,1.77068519592,0.51736497879,0.471374988556,2.28805017471,0.569383859634,0.523018121719,2.85743403435,f,1,3.69326806068,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,single_left,Mi padre me partió el sándwich en dos para llevarlo a clase,0,0,0,1,f,0,222,Me compré la comida en la escuela. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,31,31,51,,,,,,,,,,,,,,,,0.66681098938,0.629414081573,0.66681098938,0.367929935455,0.304491043091,1.03474092484,,,,,,,,f,1,0.570286035538,0.334218978882,0.287847995758,1.36895990372,0.349426984787,0.284552812576,1.7183868885,0.484507083893,0.435761928558,2.2028939724,0.335821866989,0.287941932678,2.53871583939,j,0,1.50751209259,,0.38371515274,0.337137937546,2.92243099213,0.550624847412,0.502665042877,3.47305583954,0.419496059418,0.371705055237,3.89255189896,0.385087966919,0.322361946106,4.27763986588,0.448362112045,0.385117053986,4.72600197792,0.435778856277,0.38972902298,5.1617808342,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Cuando el escultor volvió la obra estaba instalada en el parque,0,1,1,0,j,0,129,La obra era para el público.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,32,32,24,,,,,,,,,,,,,,,,0.617786169052,0.586664915085,0.617786169052,0.484338998795,0.421840190887,1.10212516785,,,,,,,,j,1,0.722064971924,0.399801969528,0.350239992142,1.50192713737,0.402924060822,0.355471134186,1.9048511982,0.549751996994,0.488582134247,2.45460319519,0.352593898773,0.302671909332,2.80719709396,f,1,3.72960996628,,0.5181889534,0.469074010849,3.32538604736,0.584856987,0.522441864014,3.91024303436,0.400490045547,0.339555978775,4.31073307991,0.483504056931,0.420592069626,4.79423713684,0.433501958847,0.368182897568,5.22773909569,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,single_right,Cuando Dora ganó la lotería se compró un reloj de diamantes,0,0,0,1,j,0,216,Dora ahorró todo el dinero que ganó. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,33,33,45,,,,,,,,,,,,,,,,0.482371091843,0.443430900574,0.482371091843,0.26784491539,0.219151973724,0.750216007233,,,,,,,,j,1,0.672785043716,0.484044075012,0.435204029083,1.23426008224,0.653375864029,0.606611013412,1.88763594627,0.550569057465,0.488371133804,2.43820500374,0.550124168396,0.501986980438,2.98832917213,j,1,1.72482991219,,0.353217840195,0.305155038834,3.34154701233,0.518330097198,0.472929000854,3.85987710953,0.517389059067,0.471704959869,4.37726616859,0.401747941971,0.35292506218,4.77901411057,0.415601968765,0.369093894958,5.19461607933,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Siempre que mi hermana maneja el carro suena raro ,1,1,1,0,j,1,3,El carro está en una condición perfecta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,34,34,2,,,,,,,,,,,,,,,,0.40003323555,0.370017051697,0.40003323555,0.250696897507,0.203748941422,0.650730133057,,,,,,,,j,1,0.707144021988,0.301030874252,0.25573682785,0.951761007309,0.384210109711,0.33818602562,1.33597111702,0.332670927048,0.268566131592,1.66864204407,0.501672029495,0.452809095383,2.17031407356,j,1,2.0890879631,,0.552078962326,0.50476193428,2.72239303589,0.433464050293,0.385666131973,3.15585708618,0.48509311676,0.435976982117,3.64095020294,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,Los autobuses en Madrid tienen más de quince pies de altura ,0,0,0,0,f,0,225,Los autobuses madrileños son muy altos.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,35,35,54,,,,,,,,,,,,,,,,0.533885002136,0.494684934616,0.533885002136,0.533596038818,0.471109867096,1.06748104095,,,,,,,,f,1,0.638840913773,0.266797065735,0.220063924789,1.33427810669,0.670097827911,0.622786998749,2.0043759346,0.566289186478,0.502063989639,2.57066512108,0.436108827591,0.387610197067,3.00677394867,f,1,1.8102221489,,0.485018014908,0.43989610672,3.49179196358,0.534312009811,0.469731092453,4.02610397339,0.484375,0.422549009323,4.51047897339,0.48484992981,0.439665079117,4.9953289032,0.366070985794,0.320096969604,5.36139988899,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,Justo después de bajarme el autobús falló de repente ,0,0,0,0,f,0,213,Deben mandar el autobús al mecánico.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,36,36,42,,,,,,,,,,,,,,,,0.619822978973,0.586328029633,0.619822978973,0.266859054565,0.220525026321,0.886682033539,,,,,,,,f,1,0.705228090286,0.383169174194,0.316051006317,1.26985120773,0.266743898392,0.217288017273,1.53659510612,0.586893081665,0.535409927368,2.12348818779,0.334221839905,0.289413928986,2.45771002769,f,1,4.01501011848,,0.550637960434,0.487638950348,3.00834798813,0.402240991592,0.354695081711,3.41058897972,0.417735099792,0.37175989151,3.82832407951,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,single_right,Mi hermana guardó en su celular el número del chico guapo,0,0,0,1,j,0,208,A mi hermana le gustaría salir con el chico.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,37,37,37,,,,,,,,,,,,,,,,0.517197132111,0.476418972015,0.517197132111,0.316319942474,0.253844976425,0.833517074585,,,,,,,,j,1,0.773511886597,0.553010940552,0.505839109421,1.38652801514,0.351076126099,0.305227994919,1.73760414124,0.468054056168,0.406518936157,2.2056581974,0.567886829376,0.522583961487,2.77354502678,f,1,3.01310801506,,0.450879096985,0.386826038361,3.22442412376,0.418133020401,0.371745109558,3.64255714417,0.535309076309,0.486746072769,4.17786622047,0.449690818787,0.382307052612,4.62755703926,0.484294176102,0.435455083847,5.11185121536,,,,,,,,,None,space,,,,,,,,,,,,,,,,,,,,,,,,,53.5445981026,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Mientras el maestro descansaba el violín resonaba por todo el salón,0,1,1,0,j,0,125,El maestro tocaba el piano.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,38,38,22,,,,,,,,,,,,,,,,0.716320991516,0.664375066757,0.716320991516,0.318922996521,0.255358934402,1.03524398804,,,,,,,,j,1,0.790449142456,0.41562795639,0.351436853409,1.45087194443,0.502083063126,0.451094865799,1.95295500755,1.00452303886,0.957271099091,2.95747804642,0.449289083481,0.382879972458,3.4067671299,j,1,2.36765408516,,0.552296876907,0.505111217499,3.95906400681,0.619203090668,0.555845975876,4.57826709747,0.501466989517,0.44006896019,5.07973408699,0.534673929214,0.47388792038,5.6144080162,0.433679103851,0.353312015533,6.04808712006,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_right,La señora insertó la tarjeta que su pareja le dejó en su cartera en la máquina para pagar,1,1,1,0,j,1,19,La mujer puso la tarjeta en su cartera.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,39,39,18,,,,,,,,,,,,,,,,0.517484903336,0.464019060135,0.517484903336,0.484830141068,0.419958114624,1.0023150444,,,,,,,,j,1,0.821137905121,0.735380887985,0.670011997223,1.73769593239,0.485390901566,0.417684078217,2.22308683395,0.38544011116,0.304651975632,2.60852694511,0.399087905884,0.3351790905,3.007614851,j,1,2.42474794388,,0.418562173843,0.352917194366,3.42617702484,0.418911933899,0.336819887161,3.84508895874,0.483911991119,0.404761075974,4.32900094986,0.568075895309,0.50629401207,4.89707684517,0.484953165054,0.421678066254,5.38203001022,0.552049875259,0.489409923553,5.93407988548,0.549994945526,0.47115111351,6.48407483101,,,None,None,0.569125175476,0.50602889061,7.05320000648,0.483517885208,0.402570962906,7.53671789169,0.467014074326,0.401711940765,8.00373196602,0.419440984726,0.350496053696,8.42317295074,0.384383916855,0.305998802185,8.8075568676,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Mi mamá guardó la escultura que hizo en la clase en su mesa de trabajo,1,1,1,0,f,1,14,La escultura está en mi estudio de arte.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,40,40,13,,,,,,,,,,,,,,,,0.584450960159,0.544567108154,0.584450960159,0.383943080902,0.304916143417,0.968394041061,,,,,,,,f,1,0.706825017929,0.334358930588,0.27164888382,1.30275297165,0.300289154053,0.239320993423,1.6030421257,0.485104799271,0.422740936279,2.08814692497,0.46768116951,0.38935303688,2.55582809448,j,1,5.23635601997,,0.501849889755,0.440242052078,3.05767798424,0.500849962234,0.440099000931,3.55852794647,0.518593072891,0.457576036453,4.07712101936,0.484466075897,0.419956207275,4.56158709526,0.450909852982,0.386514186859,5.01249694824,0.468014001846,0.402190923691,5.48051095009,0.501576185226,0.438830852509,5.98208713531,,,None,None,0.43306684494,0.37026309967,6.41515398026,0.402070045471,0.355046987534,6.81722402573,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,single_right,El señor gordo tomó un café solo,0,0,0,1,j,0,228,El señor estaba solo cuando bebió el café.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,41,41,57,,,,,,,,,,,,,,,,0.451171159744,0.424824953079,0.451171159744,0.331691980362,0.266263008118,0.782863140106,,,,,,,,j,1,0.75647687912,0.284923791885,0.253650188446,1.06778693199,0.369467020035,0.335501909256,1.43725395203,0.500804185867,0.45538687706,1.93805813789,0.434459924698,0.387683868408,2.37251806259,f,0,9.39791584015,,0.449820041656,0.402894973755,2.82233810425,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,single_left,La participante brilló cuando ganó el maratón,0,0,0,1,f,0,218,La participante se quedó triste después del maratón.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,42,42,47,,,,,,,,,,,,,,,,0.50049495697,0.473930120468,0.50049495697,0.268368005753,0.220372200012,0.768862962723,,,,,,,,f,1,0.754636049271,0.215822935104,0.167279958725,0.984685897827,0.469727993011,0.421922922134,1.45441389084,0.451510190964,0.406663894653,1.9059240818,0.418334007263,0.372722148895,2.32425808907,j,1,3.0796380043,,0.399492025375,0.353179931641,2.72375011444,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,305,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,43,43,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.405671834946,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Paco dejó los pantalones que compró en la tienda en su cuarto cuando volvió,1,1,1,0,j,1,11,A Paco los pantalones se le quedaron en la tienda.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,44,44,10,,,,,,,,,,,,,,,,0.465930938721,0.420341014862,0.465930938721,0.284893989563,0.21799993515,0.750824928284,,,,,,,,j,1,0.755821943283,0.250141143799,0.184386014938,1.00096607208,0.317817926407,0.255287885666,1.31878399849,0.33279299736,0.268657922745,1.65157699585,0.435818910599,0.372152090073,2.08739590645,j,1,2.44336891174,,2.00543308258,1.94335079193,4.09282898903,0.48489689827,0.406408071518,4.5777258873,0.451308012009,0.390753030777,5.02903389931,0.415627002716,0.352739810944,5.44466090202,1.12180399895,1.05704784393,6.56646490097,0.951867103577,0.874362230301,7.51833200455,0.284296035767,0.221511125565,7.80262804031,,,None,None,0.551717042923,0.488304853439,8.35434508324,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,303,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,45,45,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.554421186447,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_left,El empleado guardó los archivos que recibió en una carpeta después de revisarlos,0,1,1,0,f,0,132,El empleado tiró los documentos.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,46,46,25,,,,,,,,,,,,,,,,0.716131925583,0.669651031494,0.716131925583,0.200896978378,0.135941028595,0.917028903961,,,,,,,,f,1,0.673393011093,0.267434120178,0.201853990555,1.18446302414,0.467746019363,0.400016069412,1.6522090435,0.519069910049,0.453628063202,2.17127895355,0.585618019104,0.52206993103,2.75689697266,j,1,1.47110891342,,0.53497004509,0.472972869873,3.29186701775,0.567533969879,0.505234956741,3.85940098763,0.534464120865,0.452947854996,4.39386510849,0.636024951935,0.555603981018,5.02989006042,0.534018039703,0.471614837646,5.56390810013,0.518431901932,0.456257820129,6.08234000206,0.401144981384,0.33824300766,6.48348498344,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,single_right,Me reí cuando mi amiga me contó la historia de su encuentro con su ex.,0,0,0,1,j,0,220,La historia de mi amiga me dio gracia.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,47,47,49,,,,,,,,,,,,,,,,0.616186141968,0.576092004776,0.616186141968,0.284297943115,0.218759059906,0.900484085083,,,,,,,,j,1,0.875797986984,0.769642114639,0.719295978546,1.67012619972,0.267332792282,0.220596075058,1.937458992,0.401167154312,0.33899307251,2.33862614632,0.402601957321,0.341812133789,2.74122810364,f,1,1.82519388199,,0.433661937714,0.373027086258,3.17489004135,0.768913984299,0.706124067307,3.94380402565,0.465270042419,0.401087999344,4.40907406807,1.03823399544,0.990428924561,5.44730806351,0.399662971497,0.336002826691,5.846971035,0.402740955353,0.338996887207,6.24971199036,0.466796159744,0.403613090515,6.7165081501,,,None,None,0.486088037491,0.422726154327,7.20259618759,0.432328939438,0.368457078934,7.63492512703,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,La profesora dejó la galleta que compró en el mercado en su cartera durante la clase,1,1,0,0,f,0,13,La galleta estaba en la cartera durante la clase.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,48,48,12,,,,,,,,,,,,,,,,0.16640996933,0.0938079357147,0.16640996933,0.50163602829,0.439981937408,0.66804599762,,,,,,,,f,1,0.604079961777,0.198844194412,0.118350982666,0.866890192032,0.484003782272,0.417875051498,1.3508939743,0.336558103561,0.271049022675,1.68745207787,0.300597906113,0.220578193665,1.98804998398,f,1,1.95805287361,,0.418320178986,0.355617046356,2.40637016296,0.651247024536,0.58869600296,3.0576171875,0.384824991226,0.305496931076,3.44244217873,0.551558017731,0.489810943604,3.99400019646,0.616110801697,0.552035093307,4.61011099815,0.804160118103,0.740269899368,5.41427111626,0.416666030884,0.353910923004,5.83093714714,,,None,None,0.352607965469,0.288332939148,6.18354511261,0.433301925659,0.355304956436,6.61684703827,0.351104974747,0.288051128387,6.96795201302,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Después de que limpiaron la casa brillaba por todas partes,1,1,1,0,f,1,2,Todavía tienen que limpiar la sala.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,49,49,1,,,,,,,,,,,,,,,,0.413591861725,0.380883216858,0.413591861725,0.250934123993,0.187718153,0.664525985718,,,,,,,,f,1,0.769304990768,0.300803899765,0.250900030136,0.965329885483,0.300911903381,0.254917860031,1.26624178886,0.40145611763,0.339540958405,1.66769790649,0.350517034531,0.300956010818,2.01821494102,j,1,1.82560801506,,0.38466501236,0.323843955994,2.40287995338,0.466320991516,0.402323007584,2.8692009449,0.435564994812,0.388329982758,3.30476593971,0.384578943253,0.320786952972,3.68934488297,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,single_right,Las flores en mi apartamento hacen que la sala brille,0,0,0,1,j,0,224,No tengo plantas en mi apartamento por mis alergias.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,50,50,53,,,,,,,,,,,,,,,,0.419034957886,0.390256881714,0.419034957886,0.284098148346,0.219338178635,0.703133106232,,,,,,,,j,1,0.787734985352,0.367511987686,0.305641889572,1.07064509392,0.416076898575,0.350914955139,1.48672199249,0.402642965317,0.354725837708,1.88936495781,0.434974193573,0.38547706604,2.32433915138,j,1,4.6511528492,,0.349110841751,0.299991130829,2.67344999313,0.419001102448,0.372224092484,3.09245109558,0.317961931229,0.27138209343,3.41041302681,0.434900045395,0.388986110687,3.8453130722,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,single_left,Ana vació el lavaplatos en la cocina,0,0,0,1,f,0,206,Ana no ayudó con los quehaceres.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,51,51,35,,,,,,,,,,,,,,,,0.44982790947,0.422739028931,0.44982790947,0.234381914139,0.204867124557,0.684209823608,,,,,,,,f,1,0.637485027313,0.215823173523,0.167140960693,0.900032997131,0.33594083786,0.304515123367,1.23597383499,0.434900999069,0.389229059219,1.67087483406,0.399034023285,0.351689100266,2.06990885735,j,1,1.95945096016,,0.619925022125,0.571686983109,2.68983387947,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
